ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
3223401,2015,0,0,0,0,0,0,18200,1092
3223419,2015,61880,4950.4,0,0,0,0,0,0
3223617,2015,0,0,0,0,0,0,73,4.38
3223894,2015,469,37.52,0,0,0,0,0,0
3224158,2015,0,0,4916.16,196.6464,0,0,0,0
3224168,2015,0,0,0,0,0,0,924,55.44
3224372,2015,0,0,0,0,0,0,156.6,9.396
3224548,2015,0,0,0,0,0,0,1427.4,85.644
3224668,2015,0,0,0,0,13977.6,838.656,0,0
3224672,2015,0,0,0,0,0,0,6732.8,403.968
3224802,2015,0,0,0,0,0,0,1770,106.2
3224833,2015,0,0,0,0,0,0,8176,490.56
3225161,2015,20680,1654.4,0,0,0,0,0,0
3225435,2015,0,0,0,0,199500,11970,0,0
3225510,2015,0,0,2587.2,103.488,0,0,0,0
3225516,2015,0,0,0,0,12900,774,0,0
3225819,2015,0,0,0,0,0,0,2349.6,140.976
3225898,2015,40455,3236.4,0,0,0,0,0,0
3226144,2015,0,0,0,0,18414,1104.84,0,0
3226222,2015,0,0,6795,271.8,0,0,0,0
3226389,2015,0,0,699.6,27.984,0,0,0,0
3226532,2015,2592,207.36,0,0,0,0,0,0
3226785,2015,0,0,0,0,89910,5394.6,0,0
3226844,2015,0,0,17228.7,689.148,0,0,0,0
3226913,2015,0,0,NA,229.824,0,0,0,0
3226994,2015,0,0,0,0,42768,2566.08,0,0
3227010,2015,7315,585.2,0,0,0,0,0,0
3227238,2015,0,0,5281.5,211.26,0,0,0,0
3227274,2015,0,0,1280.64,51.2256,0,0,0,0
3227325,2015,2360,188.8,0,0,0,0,0,0
3227574,2015,0,0,0,0,0,0,2548,152.88
3227748,2015,0,0,2886.6,115.464,0,0,0,0
3227810,2015,21390,1711.2,0,0,0,0,0,0
3227904,2015,0,0,0,0,91732.5,5503.95,0,0
3227930,2015,29120,2329.6,0,0,0,0,0,0
3228504,2015,0,0,0,0,0,0,579.6,34.776
3228673,2015,11235,898.8,0,0,0,0,0,0
3228746,2015,0,0,0,0,0,0,1102.8,66.168
3228886,2015,0,0,0,0,0,0,987.6,59.256
3228893,2015,0,0,0,0,0,0,442,26.52
3228956,2015,13552,1084.16,0,0,0,0,0,0
3229231,2015,3213,257.04,0,0,0,0,0,0
3229730,2015,0,0,9188.1,367.524,0,0,0,0
3229982,2015,19475,1558,0,0,0,0,0,0
3230108,2015,0,0,0,0,345060,20703.6,0,0
3230182,NA,0,0,13813.6,552.544,0,0,0,0
3230272,2015,0,0,0,0,0,0,1378.8,82.728
3230417,2015,0,0,0,0,0,0,1548,92.88
3230791,2015,2268,181.44,0,0,0,0,0,0
3231341,2015,0,0,0,0,8173.2,490.392,0,0
3231364,2015,0,0,0,0,0,0,17388,1043.28
3231584,2015,0,0,0,0,124878.6,7492.716,0,0
3232286,2015,21630,1730.4,0,0,0,0,0,0
3232687,2015,0,0,0,0,0,0,90,5.4
3233155,2015,0,0,4604.16,184.1664,0,0,0,0
3233295,2015,0,0,0,0,0,0,1010,60.6
3233403,2015,0,0,0,0,0,0,194.6,11.676
3233430,2015,1098,87.84,0,0,0,0,0,0
3233651,2015,0,0,0,0,0,0,2558.4,153.504
3233767,2015,0,0,1464.32,58.5728,0,0,0,0
3234028,2015,0,0,44912.64,1796.5056,0,0,0,0
3234032,2015,0,0,0,0,15606,936.36,0,0
3234388,2015,0,0,0,0,0,0,3211.2,192.672
3234447,2015,0,0,587.84,NA,0,0,0,0
3234691,2015,714,57.12,0,0,0,0,0,0
3235079,2015,0,0,1514.7,60.588,0,0,0,0
3235139,2015,20370,1629.6,0,0,0,0,0,0
3235515,2015,0,0,0,0,0,0,2467.8,148.068
3235528,2015,0,0,110.88,4.4352,0,0,0,0
3236246,2015,0,0,96345.6,3853.824,0,0,0,0
3236428,2015,0,0,0,0,0,0,NA,13.176
3236961,2015,0,0,0,0,5760,345.6,0,0
3237478,2015,0,0,692.8,27.712,0,0,0,0
3237533,2015,0,0,0,0,0,0,5863.2,351.792
3238099,2015,7520,601.6,0,0,0,0,0,0
3238139,2015,0,0,0,0,624,37.44,0,0
3238321,2015,0,0,6145.6,245.824,0,0,0,0
3238360,2015,0,0,0,0,529416,31764.96,0,0
3238928,2015,17361,1388.88,0,0,0,0,0,0
3238997,2015,3840,307.2,0,0,0,NA,0,0
3239010,2015,0,0,0,0,179928,10795.68,0,0
3239035,2015,1536,122.88,0,0,0,0,0,0
3239138,2015,0,0,0,0,30834,1850.04,0,0
3239416,2015,0,0,0,0,58363.2,3501.792,0,0
3239472,2015,11799,943.92,0,0,0,0,0,0
3239534,2015,0,0,4392.96,175.7184,0,0,0,NA
3239776,2015,0,0,0,0,28050,1683,0,0
3210287,2016,0,0,0,0,0,0,476.8,28.608
3210482,2016,0,0,0,0,0,0,464.8,27.888
3210866,2016,14410,1152.8,0,0,0,0,0,0
3211245,2016,0,0,0,0,757488,45449.28,0,0
3211568,2016,0,0,0,0,15916.5,954.99,0,0
3211686,2016,0,0,0,0,0,0,16250,975
3211698,2016,0,0,38323.2,1532.928,0,0,0,0
3211787,2016,0,0,1156.32,46.2528,0,0,0,0
3211856,2016,0,0,0,0,0,0,2173.5,130.41
3212367,2016,0,0,0,0,0,0,1331.2,79.872
3213134,2016,0,0,4336.2,173.448,0,0,0,0
3213395,2016,0,0,0,0,1350,81,0,0
3213487,2016,0,0,1508.32,60.3328,0,0,0,0
3213546,2016,0,0,0,0,28922.4,1735.344,0,0
3214106,2016,0,0,0,0,0,0,291.5,17.49
3214332,2016,0,0,0,0,81666,4899.96,0,0
3214745,2016,12416,993.28,0,0,0,0,0,0
3214982,2016,0,0,43666.56,1746.6624,0,0,0,0
3215246,2016,19520,1561.6,0,0,0,0,0,0
3215291,2016,0,0,0,0,0,0,919.2,55.152
3215510,2016,0,0,134.4,5.376,0,0,0,0
3215561,2016,0,0,0,0,652.8,39.168,0,0
3215628,2016,0,0,189630,7585.2,0,0,0,0
3215789,2016,0,0,0,0,0,0,NA,919.296
3215867,2016,0,0,0,0,0,0,1276.8,76.608
3215980,2016,35555,2844.4,0,0,0,0,0,0
3216031,2016,0,0,0,0,0,0,12032,721.92
3216291,2016,0,0,11260.8,450.432,0,0,0,0
3216752,2016,0,0,31315.2,1252.608,0,0,0,0
3217385,2016,14820,1185.6,0,0,0,0,0,0
3217612,2016,0,0,0,0,0,0,592.5,35.55
3218035,2016,0,0,0,0,3468,208.08,0,0
3218077,2016,0,0,0,0,0,0,15760,945.6
3218276,2016,0,0,91297.5,3651.9,0,0,0,0
3218302,2016,5375,430,0,0,0,0,0,0
3218428,2016,0,0,18144,725.76,0,0,0,0
3218626,2016,0,0,1769.04,70.7616,0,0,0,0
3219103,2016,0,0,0,0,43848,2630.88,0,0
3219197,2016,0,0,0,0,5904.9,354.294,0,0
3219230,2016,0,0,8037.12,321.4848,0,0,0,0
3219410,2016,60190,4815.2,0,0,0,0,0,0
3219599,2016,0,0,0,0,1356.3,81.378,0,0
3220129,2016,0,NA,0,0,2815.2,168.912,0,0
3220185,2016,0,0,0,0,0,0,12998.4,779.904
3220398,2016,2928,234.24,0,0,0,0,0,0
3220556,2016,0,0,123165,4926.6,0,0,0,0
3220607,2016,0,0,0,0,0,0,664,39.84
3220746,2016,0,0,11830,473.2,0,0,0,0
3220916,2016,0,0,25386.48,1015.4592,0,0,0,0
3221135,2016,0,0,0,0,0,0,2730,163.8
3221153,2016,0,0,0,0,0,0,10819.2,649.152
3221262,2016,0,0,0,0,0,0,2415,144.9
3221387,2016,0,0,23957.5,958.3,0,0,0,0
3221746,2016,1470,117.6,0,0,0,0,0,0
3221821,2016,0,0,0,0,0,0,2450,147
3222334,2016,0,0,0,0,0,0,9760,585.6
3222361,2016,0,0,0,0,0,0,5868,352.08
3222393,2016,1512,NA,0,0,0,0,0,0
3223133,2016,15990,1279.2,0,0,0,0,0,0
3223401,2016,0,0,0,0,405405,24324.3,0,0
3223419,2016,53040,4243.2,0,0,0,0,0,0
3223617,2016,0,0,0,0,0,0,584,35.04
3223894,2016,0,0,0,0,0,0,268,16.08
3224158,2016,0,0,0,0,NA,0,4438.2,266.292
3224168,2016,13860,1108.8,0,0,0,0,0,0
3224372,2016,1450,116,0,0,0,0,0,0
3224548,2016,0,0,0,0,0,0,2305.8,138.348
3224668,2016,0,0,0,0,0,0,3225.6,193.536
3224672,2016,0,0,5112.72,204.5088,0,0,0,0
3224802,2016,0,0,0,0,0,0,778.8,46.728
3224833,2016,0,0,0,0,0,0,2190,131.4
3225161,2016,0,0,0,0,0,0,5118.3,307.098
3225435,2016,0,0,49020,1960.8,0,0,0,0
3225510,2016,12012,960.96,0,0,0,0,0,0
3225516,2016,0,0,5203,208.12,0,0,0,0
3225819,2016,0,0,54824,2192.96,0,0,0,0
3225898,2016,0,0,0,0,0,0,7192,431.52
3226144,2016,0,0,5728.8,229.152,0,0,0,0
3226222,2016,1510,120.8,0,0,0,0,0,0
3226389,2016,2332,186.56,0,0,0,0,0,0
3226532,2016,0,0,0,0,58320,3499.2,0,0
3226785,2016,0,0,0,0,0,0,2220,133.2
3226844,2016,0,0,12762,510.48,0,0,0,0
3226913,2016,4788,383.04,0,0,0,0,0,0
3226994,2016,25344,2027.52,0,0,0,0,0,0
3227010,NA,0,0,0,0,0,0,501.6,30.096
3227238,2016,0,0,23178.24,927.1296,0,0,0,0
3227274,2016,0,0,8908.8,356.352,0,0,0,0
3227325,2016,0,0,0,0,39825,2389.5,0,0
3227574,2016,0,0,0,0,6585.6,395.136,0,0
3227748,2016,0,0,0,0,86937.6,5216.256,0,0
3227810,2016,0,0,0,0,0,0,9982,598.92
3227904,2016,0,0,0,0,152208,9132.48,0,0
3227930,2016,0,0,0,0,88435.2,5306.112,0,0
3228504,NA,0,0,0,0,0,0,1690.5,101.43
3228673,2016,0,0,0,0,0,0,6420,385.2
3228746,2016,0,0,47604.2,1904.168,0,0,0,0
3228886,2016,0,0,1925.82,77.0328,0,0,0,0
3228893,NA,19448,1555.84,0,0,0,0,0,0
3228956,2016,0,0,27878.4,1115.136,0,0,0,0
3229231,2016,4760,380.8,0,0,0,0,0,0
3229730,2016,20750,1660,0,0,0,0,0,0
3229982,2016,4674,373.92,0,0,0,0,0,0
3230108,2016,11360,908.8,0,0,0,0,0,0
3230182,2016,0,0,7352.4,294.096,0,0,0,0
3230272,2016,0,0,17924.4,716.976,0,0,0,0
3230417,2016,4644,371.52,0,0,0,0,0,0
3230791,2016,0,0,3948,157.92,0,0,NA,0
3231341,2016,0,0,0,0,0,0,166.8,10.008
3231364,2016,0,0,21097.44,843.8976,0,0,0,0
3231584,2016,0,0,0,0,47223,2833.38,0,0
3232286,2016,0,NA,0,0,0,0,2317.5,139.05
3232687,2016,0,0,0,0,2160,129.6,0,0
3233155,2016,1417,113.36,0,0,0,0,0,0
3233295,2016,5050,404,0,0,0,0,0,0
3233403,2016,0,0,0,0,8006.4,480.384,0,0
3233430,2016,1647,131.76,0,0,0,0,0,0
3233651,2016,0,0,0,0,12152.4,729.144,0,0
3233767,2016,0,0,0,0,0,0,998.4,59.904
3234028,2016,0,0,0,0,43421.4,2605.284,0,0
3234032,2016,0,0,0,0,35802,2148.12,0,0
3234388,2016,0,0,4549.2,181.968,0,0,0,0
3234447,2016,334,26.72,0,0,0,0,0,0
3234691,2016,0,0,10327.5,413.1,0,0,0,0
3235079,2016,0,0,0,0,0,0,765,45.9
3235139,2016,0,0,NA,0,34920,2095.2,0,0
3235515,2016,0,0,0,0,0,0,2742,164.52
3235528,2016,0,0,50.4,2.016,0,0,0,0
3236246,2016,0,0,0,0,0,0,10808,648.48
3236428,2016,0,0,0,0,19215,1152.9,0,0
3236961,2016,0,0,0,0,24000,1440,0,0
3237478,2016,19052,1524.16,0,0,0,0,0,0
3237533,2016,10470,837.6,0,0,0,0,0,0
3238099,2016,0,0,0,0,26085,1565.1,0,0
3238139,2016,0,0,0,0,7293,437.58,0,0
3238321,2016,0,0,587.84,23.5136,0,0,0,0
3238360,2016,0,0,0,0,0,0,3268,196.08
3238928,2016,32150,2572,0,0,0,0,0,0
3238997,2016,0,0,0,0,0,0,307.2,18.432
3239010,2016,0,0,0,0,209790,12587.4,0,0
3239035,2016,0,0,0,0,0,0,1152,69.12
3239138,2016,8565,685.2,0,0,0,0,0,0
3239416,2016,0,0,0,0,0,0,3474,208.44
3239472,2016,0,0,32775,1311,0,0,NA,0
3239534,2016,0,0,0,0,0,0,9856,591.36
3239776,2016,0,0,0,0,0,0,1020,61.2
3210287,2017,0,0,0,0,0,0,1341,80.46
3210482,2017,0,0,0,0,37648.8,2258.928,0,0
3210866,2017,0,0,0,0,42444,2546.64,0,0
3211245,2017,0,0,0,0,318189,19091.34,0,0
3211568,2017,3930,314.4,0,0,0,0,0,0
3211686,2017,0,0,0,0,0,0,7875,472.5
3211698,2017,0,0,11676.6,467.064,0,0,0,0
3211787,2017,0,0,0,0,4380,262.8,0,0
3211856,2017,0,NA,2550.24,102.0096,0,0,0,0
3212367,2017,5304,424.32,0,0,0,0,0,0
3213134,2017,0,0,0,0,0,0,1606,96.36
3213395,2017,0,0,450,18,0,0,0,0
3213487,2017,0,0,0,0,64275,3856.5,0,0
3213546,2017,0,0,0,0,0,0,556.2,33.372
3214106,2017,0,0,203.52,8.1408,0,0,0,0
3214332,2017,6282,502.56,0,0,0,0,0,0
3214745,2017,0,0,0,0,253286.4,15197.184,0,0
3214982,2017,0,0,0,0,277248,16634.88,0,0
3215246,2017,26840,2147.2,0,0,0,0,0,0
3215291,2017,0,0,0,0,0,0,689.4,41.364
3215510,2017,0,0,506.88,20.2752,0,0,0,0
3215561,2017,0,0,0,0,2427.6,145.656,0,0
3215628,2017,0,0,127008,5080.32,0,0,0,0
3215789,2017,0,0,0,0,160056,9603.36,0,0
3215867,2017,10944,875.52,0,0,0,0,0,0
3215980,2017,0,0,2450.56,98.0224,0,0,0,0
3216031,2017,0,0,16363.52,654.5408,0,0,0,0
3216291,2017,0,0,0,0,0,0,1360,81.6
3216752,2017,10252,820.16,0,0,0,0,0,0
3217385,2017,0,0,0,0,0,0,11856,711.36
3217612,2017,0,0,3867.84,154.7136,0,0,0,0
3218035,2017,1734,138.72,0,0,0,0,0,NA
3218077,2017,0,0,0,0,0,0,7092,425.52
3218276,2017,0,0,0,0,0,0,5328,319.68
3218302,2017,0,0,1857.6,74.304,0,0,0,0
3218428,2017,17850,1428,0,0,0,0,0,0
3218626,2017,0,0,0,0,8190,491.4,0,0
3219103,2017,0,0,0,0,0,0,565.5,33.93
3219197,2017,14580,1166.4,0,0,0,0,0,0
3219230,2017,0,0,3785.6,151.424,0,0,0,0
3219410,2017,12964,1037.12,0,0,0,0,0,0
3219599,2017,0,0,0,0,0,0,493.2,29.592
3220129,2017,0,0,31749.2,1269.968,0,0,0,0
3220185,2017,0,0,0,0,258952.5,15537.15,0,0
3220398,2017,0,0,8979.2,359.168,0,0,0,0
3220556,2017,0,0,0,0,129030,7741.8,0,0
3220607,2017,0,0,139.44,5.5776,0,0,0,0
3220746,2017,0,0,0,0,0,0,14700,882
3220916,2017,0,0,0,0,0,0,4204.8,252.288
3221135,2017,0,0,0,0,0,0,1040,62.4
3221153,2017,72450,5796,0,0,0,0,0,0
3221262,2017,20608,1648.64,0,0,0,0,0,0
3221387,2017,0,0,2604.8,104.192,0,0,0,0
3221746,2017,0,NA,0,0,0,0,857.5,51.45
3221821,2017,0,0,10672.2,426.888,0,0,0,0
3222334,2017,20740,1659.2,0,0,0,0,0,0
3222361,2017,0,0,0,0,0,0,1369.2,82.152
3222393,2017,0,0,362.88,14.5152,0,0,0,0
3223133,2017,0,0,0,0,0,0,14657.5,879.45
3223401,2017,0,0,0,0,294840,17690.4,0,0
3223419,2017,0,NA,240448,9617.92,0,0,0,0
3223617,2017,0,0,8760,350.4,0,0,0,0
3223894,2017,NA,0,759.78,30.3912,0,0,0,0
3224158,2017,39830,3186.4,0,0,0,0,0,0
3224168,2017,14784,1182.72,0,0,0,0,0,0
3224372,2017,0,0,0,0,0,0,638,38.28
3224548,2017,0,0,7905.6,316.224,0,0,0,0
3224668,2017,0,0,0,0,9676.8,580.608,0,0
3224672,2017,0,0,0,0,0,0,1052,63.12
3224802,2017,4248,339.84,0,0,0,0,0,0
3224833,2017,0,NA,0,0,8409.6,504.576,0,0
3225161,2017,0,0,0,0,130284,7817.04,0,0
3225435,2017,7600,608,0,NA,0,0,0,0
3225510,2017,0,0,0,0,23284.8,1397.088,0,0
3225516,2017,10320,825.6,0,0,0,0,0,0
3225819,2017,0,0,0,0,63439.2,3806.352,0,0
3225898,2017,0,0,0,0,0,0,9889,593.34
3226144,2017,6820,545.6,0,0,0,0,0,0
3226222,2017,0,0,896.94,35.8776,0,0,0,0
3226389,2017,0,0,0,0,0,0,1749,104.94
3226532,2017,0,0,0,0,2332.8,139.968,0,0
3226785,2017,6660,532.8,0,0,0,0,0,0
3226844,2017,4963,397.04,0,0,0,0,0,0
3226913,2017,0,0,0,0,0,0,1117.2,67.032
3226994,2017,0,0,0,0,117136.8,7028.208,0,0
3227010,2017,0,0,1617.66,64.7064,0,0,0,NA
3227238,2017,0,0,0,0,0,0,2816.8,169.008
3227274,2017,0,0,0,0,4593.6,275.616,0,0
3227325,2017,3540,283.2,0,0,0,0,NA,0
3227574,2017,0,0,5174.4,206.976,0,0,0,0
3227748,2017,24055,1924.4,0,0,0,0,0,0
3227810,2017,17112,1368.96,0,0,0,0,0,0
3227904,2017,0,0,0,0,0,0,15402,924.12
3227930,2017,0,0,0,0,274176,16450.56,0,0
3228504,2017,0,0,0,0,180835.2,10850.112,0,0
3228673,2017,9630,770.4,0,0,0,0,0,0
3228746,2017,0,0,0,0,0,0,2940.8,176.448
3228886,2017,0,0,0,0,16789.2,NA,0,0
3228893,2017,0,0,0,0,4773.6,286.416,0,NA
3228956,2017,0,0,0,0,0,0,1742.4,104.544
3229231,2017,2618,209.44,0,0,0,0,0,0
3229730,2017,0,0,0,0,0,0,1826,109.56
3229982,2017,0,0,0,0,0,0,10906,654.36
3230108,2017,24140,1931.2,0,0,0,0,0,0
3230182,2017,0,0,2673.6,106.944,0,0,0,0
3230272,2017,0,0,0,0,101341.8,6080.508,0,0
3230417,2017,13545,1083.6,0,0,0,0,0,0
3230791,2017,0,0,0,0,0,0,1386,83.16
3231341,2017,1668,133.44,0,0,0,0,0,0
3231364,2017,0,0,0,0,385434,23126.04,0,0
3231584,2017,0,0,0,0,162307.2,9738.432,0,0
3232286,2017,4944,395.52,0,0,0,0,0,0
3232687,2017,0,0,489.6,19.584,0,0,0,0
3233155,2017,0,0,0,0,0,0,2441.6,146.496
3233295,2017,0,0,0,0,NA,0,151.5,9.09
3233403,2017,0,0,0,0,18014.4,1080.864,0,0
3233430,2017,4392,351.36,0,0,0,0,0,0
3233651,2017,0,0,0,0,0,0,4264,255.84
3233767,2017,4992,399.36,0,0,0,0,0,0
3234028,2017,0,0,5263.2,210.528,0,0,0,0
3234032,2017,0,0,9792,391.68,0,0,0,0
3234388,2017,4014,321.12,0,0,0,0,NA,0
3234447,2017,0,0,8517,340.68,0,0,0,0
3234691,2017,3264,261.12,0,0,0,0,0,0
3235079,2017,2244,179.52,0,0,0,0,0,0
3235139,2017,0,0,18624,744.96,0,0,0,0
3235515,2017,0,0,28955.52,1158.2208,0,0,0,0
3235528,2017,0,0,136.08,5.4432,0,0,0,0
3236246,2017,0,0,0,0,390825,23449.5,0,0
3236428,2017,1952,156.16,0,0,0,0,NA,0
3236961,2017,0,0,0,0,900,54,0,0
3237478,2017,NA,0,0,0,0,0,1039.2,62.352
3237533,2017,0,0,0,0,0,0,1116.8,67.008
3238099,2017,0,0,8121.6,324.864,0,0,0,0
3238139,2017,0,0,0,0,8424,505.44,0,0
3238321,2017,0,0,68136,2725.44,0,0,0,0
3238360,2017,0,0,0,0,0,0,4493.5,269.61
3238928,2017,14146,1131.68,0,0,0,0,0,0
3238997,2017,0,0,3686.4,147.456,0,0,0,0
3239010,2017,0,0,0,0,0,0,6048,362.88
3239035,2017,0,0,4992,199.68,0,0,0,0
3239138,2017,9136,730.88,0,0,0,0,0,0
3239416,2017,0,0,0,0,0,0,3821.4,229.284
3239472,2017,0,0,0,0,201894,12113.64,0,0
3239534,2017,0,0,0,0,0,0,4224,253.44
3239776,2017,0,0,0,0,96900,5814,0,0
3240246,2015,360,28.8,0,0,0,0,0,0
3240385,2015,3545,283.6,0,0,0,0,0,0
3240419,2015,0,0,32148,1285.92,0,0,0,0
3240529,2015,0,0,0,0,0,0,800.8,48.048
3240597,2015,0,0,0,0,0,0,6597,395.82
3240603,2015,0,0,21638.4,865.536,0,0,0,0
3240654,2015,0,0,61762.5,2470.5,0,0,0,0
3240821,2015,0,0,0,0,15681.6,940.896,0,0
3240885,2015,0,0,22348.56,893.9424,0,0,0,NA
3240921,2015,0,0,0,0,0,0,134.1,8.046
3241048,2015,0,0,0,0,0,0,379.2,22.752
3241244,2015,0,0,0,0,46494,2789.64,0,0
3242002,2015,0,0,0,0,0,0,800,48
3242762,2015,0,0,7602,304.08,0,0,0,0
3243172,2015,0,0,0,0,35761.5,2145.69,0,0
3243402,2015,2310,184.8,0,0,0,0,0,0
3243426,2015,0,0,0,0,0,0,2083.2,124.992
3243892,2015,0,0,0,0,215208,12912.48,0,0
3243992,2015,7320,585.6,0,0,0,0,0,0
3244285,2015,10152,812.16,0,0,0,0,0,0
3244785,2015,NA,0,665.6,26.624,0,0,0,0
3245172,2015,0,0,0,0,0,0,3096,185.76
3245703,2015,0,0,826.56,33.0624,0,0,0,NA
3245872,2015,0,0,3548.16,141.9264,0,0,0,0
3245917,2015,0,0,0,0,14976,898.56,0,0
3247021,2015,0,0,0,0,0,0,518.4,31.104
3247055,2015,0,0,0,0,31525.2,1891.512,0,0
3247168,2015,0,0,0,0,332640,19958.4,0,0
3247234,2015,4208,336.64,0,0,0,0,0,0
3247236,2015,25740,2059.2,0,0,0,0,0,0
3247436,2015,0,0,786.24,31.4496,0,0,0,0
3247614,2015,0,0,0,0,139320,8359.2,0,0
3248582,2015,0,0,0,0,0,0,2461.2,147.672
3248691,2015,0,0,0,0,50198.4,3011.904,0,0
3249198,2015,0,0,0,0,1107.6,66.456,0,0
3249250,2015,0,0,0,0,72415.2,4344.912,0,0
3249558,2015,0,0,0,0,247993.2,14879.592,0,0
3249650,2015,NA,0,0,0,231336,13880.16,0,NA
3249717,2015,10592,847.36,0,0,0,0,0,0
3249742,2015,0,0,0,0,0,0,1830,109.8
3249835,2015,0,0,3537.6,141.504,0,0,0,0
3249892,2015,0,0,0,0,0,0,2237.2,134.232
3249931,2015,0,0,0,0,0,0,882.2,52.932
3250479,2015,7016,561.28,0,0,0,0,NA,0
3250486,2015,4848,387.84,0,0,0,0,0,0
3250726,2015,0,0,2970.24,118.8096,0,0,0,0
3251047,2015,0,0,0,0,0,0,7274.4,436.464
3251309,2015,1880,150.4,0,0,0,0,0,0
3251387,2015,26244,2099.52,0,0,0,0,0,0
3251442,2015,0,0,153.6,6.144,0,0,0,0
3251668,2015,0,0,0,0,0,0,1139.2,68.352
3251720,2015,40180,3214.4,0,0,0,0,0,0
3252086,2015,14456,1156.48,0,0,0,0,0,0
3252185,2015,0,0,8028,321.12,0,0,0,0
3252347,2015,0,0,0,0,0,0,1115.4,66.924
3252352,2015,0,0,NA,0,0,0,4416,264.96
3252361,2015,0,0,0,0,0,0,1872,112.32
3253098,2015,0,0,5544,221.76,0,0,0,0
3253394,2015,0,0,0,0,0,0,1989.6,119.376
3253401,2015,0,0,0,0,3445.2,206.712,0,0
3253645,2015,0,0,0,0,84510,5070.6,0,0
3253895,2015,0,0,0,0,3300,198,0,0
3253923,2015,0,0,0,0,0,0,13470,808.2
3253965,2015,0,0,0,0,102988.8,6179.328,0,0
3253967,2015,0,0,0,0,0,0,5000,300
3254150,2015,14460,1156.8,0,0,0,0,0,0
3255133,2015,0,0,0,0,765135,45908.1,0,0
3255135,2015,0,0,0,0,22680,1360.8,0,0
3255263,2015,0,0,0,0,54440.1,3266.406,0,0
3255310,2015,918,73.44,0,0,0,0,0,0
3255515,2015,0,0,0,0,54000,3240,0,0
3255543,2015,0,0,0,0,86040,5162.4,0,0
3255575,2015,0,0,0,0,76071.6,4564.296,0,0
3255608,2015,1696,135.68,0,0,0,0,0,0
3255617,2015,0,0,28002,1120.08,0,0,0,0
3255844,2015,0,0,0,0,0,0,11552,693.12
3255918,2015,986,78.88,0,0,0,0,0,0
3255935,2015,0,0,1014.72,40.5888,0,0,0,0
3256294,2015,0,0,155232,6209.28,0,0,0,0
3256536,2015,0,0,11489.28,459.5712,0,0,0,0
3257215,2015,0,0,0,0,462793.5,27767.61,0,0
3257269,2015,0,0,0,0,0,0,639,38.34
3257518,2015,39408,3152.64,0,0,0,0,0,0
3257793,2015,0,0,0,0,2046,122.76,0,0
3258097,2015,7645,611.6,0,0,0,0,0,0
3258588,2015,0,0,19272,770.88,0,0,0,0
3259505,2015,0,NA,0,0,0,0,7344,440.64
3259749,2015,5054,404.32,0,0,0,0,0,0
3260267,2015,0,0,0,0,0,0,25.2,1.512
3260314,2015,0,0,0,0,18360,1101.6,0,0
3260758,2015,8496,679.68,0,0,0,0,0,0
3260834,2015,4940,395.2,0,0,0,0,0,0
3261095,2015,0,0,0,0,23868,NA,0,0
3261303,2015,0,0,0,0,17820,1069.2,0,0
3261618,2015,0,0,0,0,30280.8,1816.848,0,0
3261696,2015,0,0,6736.52,269.4608,0,0,0,0
3262109,2015,0,0,0,0,14252.4,855.144,0,0
3262309,2015,0,0,0,0,18468,1108.08,0,0
3262602,2015,0,0,0,0,0,0,8052.8,483.168
3262643,2015,0,0,0,0,537,32.22,0,0
3262762,2015,0,0,4287.36,171.4944,0,0,0,0
3263356,2015,38070,3045.6,0,0,0,0,0,0
3263404,2015,9898,791.84,0,0,0,0,0,0
3263532,2015,0,0,0,0,23587.2,1415.232,0,0
3263708,2015,4350,348,0,0,0,0,0,0
3264072,2015,0,0,0,0,79596,4775.76,0,0
3264329,2015,0,0,0,0,0,0,492,29.52
3264479,2015,0,0,6324,252.96,0,0,0,0
3264556,2015,0,0,0,0,37857.6,2271.456,0,0
3264582,2015,0,0,23068.8,922.752,0,0,0,0
3264793,2015,0,0,0,0,47223,2833.38,0,0
3264884,2015,0,0,8570.88,342.8352,0,0,0,0
3265040,2015,0,0,0,0,0,0,1324.8,79.488
3265086,2015,0,0,0,0,15489.6,929.376,0,0
3265252,2015,0,0,0,0,17715.6,1062.936,0,0
3265520,2015,5840,467.2,0,0,0,0,0,0
3265572,2015,0,0,0,0,0,0,5634,338.04
3265732,2015,0,0,2639.1,105.564,0,0,0,0
3266181,2015,0,0,0,0,0,0,324,19.44
3266418,2015,0,0,6005.76,240.2304,0,0,0,0
3266743,2015,0,0,0,0,0,0,1144,68.64
3267336,2015,0,0,40128,1605.12,0,0,0,0
3267542,2015,0,0,16848,673.92,0,0,0,0
3268325,2015,0,0,0,0,10125,607.5,0,0
3268453,2015,13530,1082.4,0,0,0,0,0,0
3268554,2015,0,0,0,0,4095,245.7,0,0
3268719,2015,0,0,0,0,544005,NA,0,0
3268854,2015,0,0,0,0,83664,5019.84,0,0
3268871,2015,8400,672,0,0,0,0,0,0
3268917,2015,0,0,0,0,27475.2,1648.512,0,0
3268993,2015,0,0,0,0,433390.5,26003.43,0,0
3269022,2015,0,0,124.32,4.9728,0,0,0,0
3269074,2015,0,0,0,0,28980,1738.8,0,0
3269538,2015,0,0,53544,2141.76,0,0,0,0
3269616,2015,2475,198,0,0,0,0,0,0
3269836,2015,0,0,0,0,0,0,25.2,1.512
