ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
787005,2003,1460,交通运输业,广东,NA,自然人,0.67,1
787135,2001,2330,服务业,广西,股份有限公司,自然人,0.8,1
787288,2009,2670,交通运输业,广西,集体所有制企业,自然人,0.61,1
787398,2000,9330,社区服务,湖南,合伙企业,企业法人,0.86,1
787466,2012,4510,商业服务业,广西,有限责任公司,企业法人,0.63,1
787729,2004,3490,工业,山东,股份有限公司,自然人,0.68,1
788321,2004,5840,零售业,湖北,集体所有制企业,企业法人,0.76,1
788506,NA,7720,工业,湖北,合伙企业,企业法人,0.92,1
788876,2010,2730,交通运输业,江西,合伙企业,自然人,0.73,1
789024,2013,3420,服务业,湖南,股份有限公司,企业法人,0.92,1
789153,2003,2210,交通运输业,福建,农民专业合作社,自然人,0.77,1
789340,2008,3910,商业服务业,江西,NA,自然人,0.89,1
789454,2011,5540,商业服务业,广西,集体所有制企业,企业法人,0.64,1
789892,2013,4240,商业服务业,山东,合伙企业,企业法人,0.89,1
790044,2007,7960,工业,湖北,股份有限公司,自然人,0.59,1
790166,2014,9440,服务业,福建,集体所有制企业,企业法人,0.59,1
790187,2009,3030,交通运输业,湖南,合伙企业,自然人,0.51,1
790259,2014,3470,服务业,广西,农民专业合作社,企业法人,0.73,1
790384,2003,1740,商业服务业,广东,股份有限公司,自然人,0.83,1
790609,2012,920,服务业,福建,集体所有制企业,自然人,0.58,1
790646,2011,260,社区服务,广西,集体所有制企业,自然人,0.59,1
791097,2005,5850,交通运输业,湖南,农民专业合作社,企业法人,0.91,1
791223,2013,2450,社区服务,湖南,有限责任公司,企业法人,0.82,1
791376,2006,9750,交通运输业,湖南,有限责任公司,自然人,0.99,1
791881,2008,8350,工业,福建,农民专业合作社,自然人,0.68,1
791939,2005,3620,工业,广东,集体所有制企业,企业法人,0.8,1
792185,2001,2120,工业,广西,农民专业合作社,自然人,0.68,1
792377,2011,9460,社区服务,湖北,股份有限公司,自然人,1,1
792525,2008,6040,商业服务业,湖南,股份有限公司,自然人,0.84,1
792758,2014,9030,服务业,山东,股份有限公司,企业法人,0.88,1
792794,2001,900,服务业,广东,有限责任公司,自然人,0.72,1
792971,2011,260,工业,山东,有限责任公司,自然人,0.81,1
793038,2004,7480,社区服务,广东,有限责任公司,自然人,0.61,1
793264,2014,5740,商业服务业,江西,股份有限公司,企业法人,0.74,1
793807,2005,7140,社区服务,湖南,股份有限公司,企业法人,0.87,1
794150,2000,7590,零售业,江西,集体所有制企业,自然人,0.63,1
794222,2011,3250,交通运输业,广西,集体所有制企业,企业法人,0.96,1
794291,2014,3980,服务业,广西,农民专业合作社,企业法人,0.75,1
794399,2001,1920,交通运输业,广东,有限责任公司,企业法人,0.59,1
794462,2012,3770,社区服务,广东,NA,自然人,0.87,1
795283,2010,4030,商业服务业,江西,农民专业合作社,企业法人,0.87,1
795548,2007,9540,交通运输业,广西,集体所有制企业,企业法人,0.75,1
796025,2009,4730,商业服务业,湖南,集体所有制企业,自然人,0.62,1
796715,2011,2410,交通运输业,广东,股份有限公司,自然人,0.53,1
796986,2005,6590,工业,山东,集体所有制企业,自然人,0.88,1
797549,2006,1340,服务业,湖北,农民专业合作社,企业法人,0.53,1
797756,2012,4370,交通运输业,湖北,股份有限公司,NA,0.91,1
798143,2010,3390,工业,江西,有限责任公司,自然人,0.67,1
798156,2013,6710,工业,江西,合伙企业,企业法人,0.75,1
798425,2003,5090,零售业,广西,股份有限公司,自然人,0.58,1
798453,2010,9350,社区服务,广西,有限责任公司,企业法人,0.99,1
798653,2010,6970,服务业,广西,农民专业合作社,企业法人,0.71,1
799065,2008,9890,NA,湖北,有限责任公司,自然人,0.73,1
799480,2014,3000,工业,山东,有限责任公司,企业法人,0.99,1
800026,2003,7910,零售业,福建,股份有限公司,企业法人,0.72,1
800536,2002,5100,社区服务,湖南,有限责任公司,企业法人,0.64,1
800558,2010,2070,交通运输业,湖南,NA,自然人,0.83,1
800929,2006,5370,服务业,湖南,农民专业合作社,企业法人,0.73,1
801059,2008,4240,商业服务业,湖南,有限责任公司,企业法人,0.67,1
801857,2014,1030,社区服务,湖南,有限责任公司,企业法人,0.87,1
801899,2006,4780,服务业,广西,合伙企业,企业法人,0.93,1
802122,2010,6660,交通运输业,湖南,集体所有制企业,自然人,0.63,1
802385,2008,650,零售业,福建,有限责任公司,自然人,0.56,1
802401,2008,4280,商业服务业,福建,集体所有制企业,企业法人,0.69,1
802435,2011,8180,交通运输业,广东,集体所有制企业,自然人,0.57,1
802523,2007,3920,工业,湖南,合伙企业,自然人,0.63,1
802600,2007,580,服务业,广东,合伙企业,自然人,0.88,1
802829,2002,1590,社区服务,广西,有限责任公司,企业法人,0.98,1
802851,2002,1280,交通运输业,广东,合伙企业,NA,0.59,1
803573,2010,1590,零售业,江西,合伙企业,自然人,0.91,1
803692,2007,6940,商业服务业,广西,集体所有制企业,自然人,0.65,1
803780,2000,790,服务业,江西,集体所有制企业,企业法人,0.68,1
803956,2003,3670,零售业,江西,有限责任公司,自然人,0.53,1
803958,2000,5790,NA,福建,股份有限公司,自然人,0.67,1
803986,2014,1030,交通运输业,山东,股份有限公司,自然人,0.63,1
804031,2013,1520,服务业,广东,农民专业合作社,企业法人,0.87,1
804286,2014,3240,交通运输业,广西,农民专业合作社,自然人,0.68,1
804795,2004,750,社区服务,山东,股份有限公司,自然人,0.98,1
804828,2012,4970,商业服务业,江西,有限责任公司,企业法人,0.93,1
804952,2003,4570,工业,湖北,股份有限公司,企业法人,0.63,1
804971,2003,2480,工业,江西,有限责任公司,企业法人,0.65,1
805069,2014,1360,服务业,江西,有限责任公司,企业法人,0.63,1
805529,2005,4940,工业,广东,合伙企业,自然人,0.84,1
805644,2010,5050,服务业,广西,集体所有制企业,自然人,0.93,1
805964,2010,8250,交通运输业,湖南,合伙企业,企业法人,0.53,1
806112,2013,1600,社区服务,福建,集体所有制企业,自然人,0.56,1
806241,2008,3980,商业服务业,湖北,农民专业合作社,企业法人,0.59,1
806824,2007,5020,服务业,湖北,集体所有制企业,企业法人,0.94,1
806964,2006,240,交通运输业,广西,集体所有制企业,企业法人,0.78,1
807169,2011,7500,社区服务,江西,集体所有制企业,企业法人,0.66,1
807296,2009,4540,零售业,福建,有限责任公司,企业法人,0.67,1
807320,2012,3830,工业,广西,股份有限公司,企业法人,0.57,1
807419,2012,7550,社区服务,山东,有限责任公司,企业法人,0.73,1
807687,2014,8150,交通运输业,山东,农民专业合作社,企业法人,0.58,1
807770,2006,1270,交通运输业,湖北,有限责任公司,自然人,0.9,1
808062,2009,5300,工业,NA,股份有限公司,企业法人,0.99,1
808257,2002,3680,商业服务业,广西,NA,企业法人,0.82,1
808539,2012,270,商业服务业,江西,股份有限公司,企业法人,0.98,1
808562,2002,2470,商业服务业,江西,农民专业合作社,企业法人,0.9,1
808837,2001,8580,零售业,福建,农民专业合作社,自然人,0.56,1
809161,2011,9790,商业服务业,广西,有限责任公司,企业法人,0.78,1
809421,2000,6100,工业,湖南,合伙企业,企业法人,0.7,1
809554,2003,3350,工业,湖南,农民专业合作社,自然人,0.62,1
809835,2006,4650,社区服务,江西,合伙企业,企业法人,0.72,1
809974,2003,2530,社区服务,湖北,有限责任公司,自然人,0.61,1
810514,2002,4120,交通运输业,山东,集体所有制企业,自然人,0.7,1
810617,2009,4200,零售业,广东,集体所有制企业,自然人,0.58,1
810824,2002,680,工业,湖北,股份有限公司,自然人,0.78,1
811365,2013,3550,服务业,江西,集体所有制企业,自然人,0.52,1
811566,2005,6950,工业,广西,合伙企业,自然人,0.77,1
811729,2002,3700,交通运输业,广西,农民专业合作社,企业法人,0.93,1
812195,2001,8970,商业服务业,湖南,集体所有制企业,自然人,0.69,1
812309,2011,NA,社区服务,广西,有限责任公司,企业法人,0.56,1
812587,2003,3730,商业服务业,广东,农民专业合作社,企业法人,0.98,1
812700,2014,730,零售业,广东,合伙企业,自然人,0.75,1
813045,2006,6710,服务业,湖北,有限责任公司,企业法人,0.75,1
813175,2013,9730,工业,福建,集体所有制企业,自然人,0.81,1
813570,2009,9240,商业服务业,山东,集体所有制企业,企业法人,0.98,1
813593,2008,2700,工业,山东,农民专业合作社,自然人,0.74,1
813666,2010,9510,商业服务业,广西,股份有限公司,自然人,0.53,1
813756,2011,2460,工业,山东,有限责任公司,自然人,0.85,1
814249,2004,3520,商业服务业,湖南,集体所有制企业,企业法人,0.96,1
814408,2005,4500,社区服务,江西,股份有限公司,自然人,1,1
814573,2004,6350,商业服务业,江西,集体所有制企业,企业法人,0.66,1
815514,2004,4220,工业,江西,股份有限公司,企业法人,0.85,1
815592,2013,1280,零售业,湖北,有限责任公司,企业法人,0.75,1
816336,2014,6830,服务业,广东,集体所有制企业,自然人,0.93,1
816431,2013,8340,社区服务,广东,合伙企业,企业法人,0.84,1
816468,2001,2570,服务业,广西,股份有限公司,企业法人,0.85,1
816571,2014,8750,社区服务,山东,集体所有制企业,企业法人,0.7,1
816592,2000,810,服务业,湖北,股份有限公司,自然人,0.87,1
816857,2006,3060,交通运输业,广西,合伙企业,企业法人,0.74,1
817671,2013,9510,社区服务,湖北,股份有限公司,自然人,0.71,1
817775,2003,5140,社区服务,江西,农民专业合作社,企业法人,0.71,1
817933,2005,5650,社区服务,福建,集体所有制企业,自然人,0.8,1
818295,2001,210,社区服务,广东,股份有限公司,企业法人,0.8,1
818826,2004,3460,交通运输业,江西,集体所有制企业,企业法人,0.93,1
818980,2005,8590,社区服务,广东,合伙企业,自然人,0.59,1
819472,2014,3810,工业,江西,集体所有制企业,自然人,0.92,1
819480,2004,4760,交通运输业,江西,合伙企业,自然人,0.88,1
819710,2000,3330,工业,江西,有限责任公司,自然人,0.78,1
819840,2013,5920,工业,湖北,合伙企业,自然人,0.59,1
819875,2008,100,服务业,江西,农民专业合作社,自然人,0.75,1
820138,2009,3310,社区服务,江西,股份有限公司,自然人,0.66,1
820523,2007,1140,工业,广西,农民专业合作社,自然人,0.8,1
820562,2003,5650,交通运输业,山东,农民专业合作社,企业法人,0.55,1
821680,2005,4860,服务业,江西,股份有限公司,企业法人,0.66,1
822371,2009,2710,交通运输业,江西,股份有限公司,自然人,0.93,1
822390,2002,2720,商业服务业,广东,农民专业合作社,企业法人,0.93,1
822478,2014,6600,零售业,湖北,集体所有制企业,自然人,0.62,1
823106,NA,4250,服务业,江西,农民专业合作社,自然人,0.85,1
823487,2009,5570,交通运输业,山东,合伙企业,自然人,0.87,1
823921,2001,8500,社区服务,湖北,有限责任公司,企业法人,1,1
824141,2006,6170,交通运输业,福建,股份有限公司,企业法人,0.99,1
824411,2013,3270,交通运输业,湖南,集体所有制企业,自然人,0.77,1
824608,2009,8040,社区服务,湖北,农民专业合作社,自然人,0.83,1
825302,2007,8040,零售业,湖南,农民专业合作社,自然人,0.65,1
825611,2000,4220,服务业,湖南,合伙企业,自然人,0.96,1
825759,2003,1160,服务业,山东,有限责任公司,企业法人,0.95,1
825985,2010,3840,零售业,江西,股份有限公司,自然人,0.85,1
826079,2004,5820,商业服务业,湖北,集体所有制企业,企业法人,0.87,1
826123,2006,2710,服务业,山东,合伙企业,企业法人,1,1
827535,2001,5660,服务业,福建,合伙企业,企业法人,0.93,1
827745,2004,420,工业,福建,集体所有制企业,企业法人,1,1
828317,2008,4650,服务业,福建,有限责任公司,自然人,0.93,1
828432,2011,9590,交通运输业,山东,集体所有制企业,企业法人,0.6,1
829115,2006,8170,交通运输业,江西,有限责任公司,企业法人,0.55,1
829170,2012,1890,社区服务,江西,农民专业合作社,自然人,0.58,1
829697,2006,4500,交通运输业,江西,有限责任公司,自然人,0.64,1
830026,2003,8310,服务业,山东,股份有限公司,企业法人,0.82,1
830142,2013,2540,社区服务,湖南,合伙企业,企业法人,0.62,1
830176,2006,7170,社区服务,山东,农民专业合作社,自然人,0.98,1
830297,2010,7160,交通运输业,湖北,股份有限公司,企业法人,0.8,1
830451,2008,7100,社区服务,福建,股份有限公司,自然人,0.84,1
830644,2011,9890,商业服务业,湖北,集体所有制企业,自然人,0.69,1
830661,2003,9320,社区服务,广东,有限责任公司,自然人,0.83,1
830670,2013,5320,零售业,江西,集体所有制企业,自然人,0.96,1
830958,2002,7260,工业,广西,集体所有制企业,自然人,0.62,1
832410,2000,2670,工业,江西,集体所有制企业,自然人,0.68,1
832864,2004,3600,工业,山东,股份有限公司,企业法人,0.72,1
832919,2012,6980,零售业,湖北,集体所有制企业,自然人,0.61,1
833371,2012,7940,社区服务,湖南,合伙企业,企业法人,0.85,1
833405,2012,5740,交通运输业,山东,合伙企业,企业法人,0.73,1
833551,2011,3950,服务业,广东,集体所有制企业,自然人,0.99,1
833665,2014,3840,服务业,山东,合伙企业,企业法人,1,1
833979,2008,8850,交通运输业,江西,农民专业合作社,企业法人,0.63,1
834123,2009,1530,商业服务业,湖北,农民专业合作社,企业法人,0.67,1
834126,2007,5140,商业服务业,江西,股份有限公司,自然人,0.92,1
834221,2003,470,零售业,湖北,农民专业合作社,自然人,0.89,1
834232,2005,8470,工业,广西,股份有限公司,自然人,0.52,1
834404,2013,4760,社区服务,广东,集体所有制企业,自然人,0.51,1
834989,2009,9050,零售业,福建,有限责任公司,企业法人,0.9,1
835043,2003,7760,服务业,江西,股份有限公司,企业法人,0.72,1
835242,2009,3010,工业,湖南,有限责任公司,自然人,0.8,1
835312,2005,9320,交通运输业,山东,有限责任公司,自然人,0.83,1
835597,2007,6250,交通运输业,江西,农民专业合作社,企业法人,0.52,1
835769,2002,6480,商业服务业,山东,农民专业合作社,自然人,0.96,1
835791,2000,2750,服务业,广东,股份有限公司,企业法人,0.68,1
836149,2005,590,交通运输业,广西,集体所有制企业,自然人,0.64,1
836388,2011,NA,零售业,湖南,合伙企业,企业法人,NA,1
836435,2007,9870,零售业,湖北,有限责任公司,自然人,0.69,1
836502,2011,4410,社区服务,广西,农民专业合作社,自然人,0.76,1
836754,2005,9610,社区服务,广西,农民专业合作社,NA,0.73,1
836851,2002,220,商业服务业,广西,集体所有制企业,自然人,1,1
837704,2001,8210,工业,江西,股份有限公司,企业法人,0.54,1
838120,2009,9460,交通运输业,山东,有限责任公司,自然人,1,1
838133,2005,3080,零售业,山东,股份有限公司,自然人,0.58,1
838153,2001,5740,零售业,湖北,合伙企业,企业法人,0.97,1
838196,2013,4780,服务业,福建,股份有限公司,自然人,0.77,1
838457,2012,2090,零售业,湖南,合伙企业,企业法人,0.93,1
838732,2005,6800,交通运输业,广东,农民专业合作社,自然人,0.83,1
838802,2001,6700,商业服务业,广西,合伙企业,企业法人,0.53,1
838861,2011,6330,零售业,广西,股份有限公司,自然人,0.87,1
838951,2012,8060,社区服务,湖北,有限责任公司,自然人,0.64,1
839013,2000,8000,社区服务,广西,集体所有制企业,自然人,0.57,1
839028,2014,3520,服务业,湖北,合伙企业,自然人,0.75,1
839032,2002,5450,零售业,福建,合伙企业,企业法人,0.76,1
839288,2010,4790,服务业,湖北,股份有限公司,自然人,1,1
839423,2006,1270,服务业,湖南,有限责任公司,企业法人,0.72,1
839548,2004,2680,社区服务,江西,农民专业合作社,企业法人,0.67,1
839741,2014,4260,零售业,湖南,有限责任公司,企业法人,0.76,1
839792,2012,3790,零售业,山东,合伙企业,自然人,0.67,1
839887,2010,5860,工业,江西,合伙企业,企业法人,0.64,1
840000,NA,9910,社区服务,广东,股份有限公司,自然人,0.95,1
840081,2011,3000,工业,湖北,股份有限公司,企业法人,0.81,1
840506,2007,4030,零售业,广西,农民专业合作社,企业法人,0.61,1
840708,2011,8630,NA,山东,股份有限公司,企业法人,0.84,1
840759,2003,3800,商业服务业,山东,集体所有制企业,企业法人,0.96,1
840876,2009,5750,社区服务,福建,集体所有制企业,自然人,NA,1
841077,2014,2710,工业,广东,股份有限公司,自然人,0.58,1
841192,2006,1660,商业服务业,福建,有限责任公司,自然人,0.6,1
841244,2012,6830,服务业,广西,农民专业合作社,企业法人,0.69,1
841305,2001,9490,工业,湖南,集体所有制企业,自然人,0.63,1
841361,2014,9830,社区服务,广东,股份有限公司,自然人,0.55,1
841386,2007,1920,服务业,福建,合伙企业,企业法人,0.92,1
841571,2000,3660,零售业,福建,股份有限公司,企业法人,0.59,1
841734,2006,2920,商业服务业,广东,有限责任公司,自然人,0.85,1
841933,2007,2040,服务业,湖南,农民专业合作社,自然人,0.91,1
842586,2010,7270,商业服务业,湖北,农民专业合作社,企业法人,0.64,1
842754,2010,810,交通运输业,江西,有限责任公司,自然人,0.92,1
842778,2003,8220,交通运输业,广东,合伙企业,企业法人,0.68,1
842876,2004,300,交通运输业,江西,集体所有制企业,企业法人,0.97,1
843260,2006,3580,工业,湖北,农民专业合作社,自然人,0.72,1
843290,2008,9900,交通运输业,湖南,有限责任公司,自然人,0.87,1
843479,2014,3130,服务业,广东,有限责任公司,自然人,0.68,1
843627,2013,7170,零售业,福建,合伙企业,自然人,0.99,1
843633,2004,5270,社区服务,湖北,农民专业合作社,自然人,0.51,1
843859,2013,8190,社区服务,广东,农民专业合作社,企业法人,0.89,1
843977,2002,2040,商业服务业,广西,有限责任公司,企业法人,0.88,1
844245,2005,3870,零售业,湖南,有限责任公司,企业法人,0.84,1
844316,2010,1730,社区服务,山东,集体所有制企业,企业法人,0.75,1
844672,2013,7520,零售业,江西,集体所有制企业,自然人,0.85,1
844868,2004,9110,零售业,山东,农民专业合作社,企业法人,0.79,1
845419,2013,2290,商业服务业,湖北,集体所有制企业,自然人,0.62,1
846244,2005,7930,交通运输业,湖北,集体所有制企业,自然人,0.92,1
846510,2002,8400,零售业,福建,集体所有制企业,自然人,0.52,1
846546,2006,580,商业服务业,福建,合伙企业,企业法人,0.75,1
846589,2012,6480,工业,广西,农民专业合作社,自然人,0.58,1
846714,2007,1520,商业服务业,山东,有限责任公司,企业法人,0.64,1
846985,2006,9330,社区服务,江西,农民专业合作社,自然人,0.84,1
847029,2009,7720,商业服务业,广西,农民专业合作社,企业法人,0.82,1
847171,2012,5190,交通运输业,湖北,有限责任公司,自然人,0.59,1
847307,2014,330,服务业,广东,农民专业合作社,自然人,0.73,1
847427,2010,4460,商业服务业,湖南,合伙企业,企业法人,0.75,1
847567,2006,1130,工业,山东,有限责任公司,自然人,0.98,1
847712,2010,3260,服务业,山东,有限责任公司,自然人,0.62,1
847738,2010,200,商业服务业,广东,股份有限公司,企业法人,0.57,1
848055,2004,3080,工业,广东,股份有限公司,自然人,0.68,1
848068,2001,700,服务业,江西,集体所有制企业,自然人,0.92,1
848343,2010,8890,交通运输业,广西,有限责任公司,企业法人,0.81,1
848513,2003,6920,工业,湖北,合伙企业,自然人,0.62,1
848609,2012,2040,商业服务业,湖南,农民专业合作社,企业法人,0.96,1
848702,2010,4200,交通运输业,福建,有限责任公司,自然人,0.78,1
849395,2008,4680,工业,湖北,有限责任公司,自然人,0.61,1
849547,2014,7970,交通运输业,湖北,集体所有制企业,自然人,0.81,1
849701,2009,2010,社区服务,湖南,农民专业合作社,企业法人,0.6,1
849777,2007,9130,零售业,江西,有限责任公司,企业法人,0.89,1
849970,2004,1180,服务业,山东,股份有限公司,企业法人,0.58,1
850079,2004,240,服务业,广西,农民专业合作社,自然人,0.96,1
850187,2011,9960,服务业,湖南,合伙企业,自然人,0.96,1
850523,2005,6810,零售业,湖南,股份有限公司,企业法人,0.97,1
850546,2012,8380,服务业,福建,农民专业合作社,企业法人,0.98,1
850624,2003,5340,社区服务,山东,有限责任公司,企业法人,0.82,1
850908,2004,9940,服务业,福建,农民专业合作社,企业法人,0.74,1
850946,2012,7450,交通运输业,湖北,股份有限公司,自然人,0.86,1
851035,2004,160,零售业,广西,集体所有制企业,自然人,0.92,1
851216,2014,8720,工业,广西,合伙企业,自然人,0.68,1
851367,2001,3490,社区服务,湖南,股份有限公司,企业法人,0.59,1
852535,2006,6570,社区服务,江西,农民专业合作社,企业法人,0.71,1
854143,2006,7150,商业服务业,广东,有限责任公司,自然人,0.69,1
854487,2010,950,工业,广东,合伙企业,企业法人,0.68,1
854594,2012,7210,商业服务业,江西,集体所有制企业,企业法人,0.55,1
854607,2003,7370,社区服务,湖北,集体所有制企业,企业法人,0.51,1
854922,2002,8420,服务业,江西,合伙企业,自然人,0.59,1
855251,2008,7320,商业服务业,湖南,股份有限公司,自然人,0.79,1
855268,2005,9570,社区服务,湖北,股份有限公司,自然人,0.98,1
855388,2008,4700,工业,江西,有限责任公司,企业法人,0.68,1
855414,2007,2350,社区服务,福建,合伙企业,自然人,0.72,1
855703,2001,9000,交通运输业,广西,股份有限公司,企业法人,0.72,1
855852,2014,6330,工业,广东,有限责任公司,企业法人,0.83,1
856559,2003,4820,工业,湖南,合伙企业,自然人,0.7,1
856720,2013,780,社区服务,山东,集体所有制企业,企业法人,0.59,1
856970,2009,4840,工业,福建,有限责任公司,企业法人,0.84,1
857268,2002,6330,零售业,湖南,股份有限公司,自然人,0.81,1
857570,2014,1970,社区服务,福建,农民专业合作社,企业法人,0.7,1
857846,2013,680,工业,湖北,股份有限公司,企业法人,NA,1
857890,2008,510,商业服务业,江西,农民专业合作社,自然人,0.52,1
858131,2000,6250,商业服务业,广东,农民专业合作社,自然人,0.64,1
858211,2000,9380,零售业,福建,股份有限公司,自然人,0.94,1
858388,2002,4610,工业,江西,农民专业合作社,自然人,0.92,1
858439,2009,8330,交通运输业,广西,集体所有制企业,自然人,0.52,1
858521,2001,NA,社区服务,广东,农民专业合作社,企业法人,0.6,1
858619,2004,540,工业,江西,有限责任公司,自然人,0.58,1
858698,2006,9540,交通运输业,广西,集体所有制企业,企业法人,0.77,1
858900,2014,9850,商业服务业,福建,NA,企业法人,0.71,1
859123,2009,8860,服务业,福建,集体所有制企业,自然人,0.84,1
859447,2005,1820,服务业,广东,有限责任公司,企业法人,0.75,1
859493,2008,2030,社区服务,湖北,集体所有制企业,企业法人,0.92,1
859508,2002,5560,服务业,广西,股份有限公司,自然人,0.58,1
859569,2005,1010,社区服务,广东,有限责任公司,自然人,0.63,1
859667,2005,1800,零售业,福建,农民专业合作社,企业法人,0.89,1
859842,2010,6830,服务业,山东,有限责任公司,自然人,0.86,1
860094,2005,5870,交通运输业,福建,合伙企业,企业法人,0.75,1
860411,2005,2480,交通运输业,江西,有限责任公司,自然人,0.87,1
860732,2003,2130,服务业,广东,集体所有制企业,自然人,0.59,1
861181,2010,8090,交通运输业,福建,合伙企业,企业法人,0.86,1
861569,2004,130,工业,广东,合伙企业,企业法人,0.87,1
861599,2003,7740,工业,福建,农民专业合作社,自然人,0.65,1
862406,2008,4790,交通运输业,江西,股份有限公司,企业法人,0.53,1
862519,2011,2410,交通运输业,江西,股份有限公司,企业法人,0.65,1
862975,2003,6330,交通运输业,山东,合伙企业,自然人,0.64,1
863027,2014,6490,服务业,山东,集体所有制企业,自然人,0.73,1
863057,2006,2380,服务业,山东,集体所有制企业,自然人,0.6,1
863145,2011,3970,社区服务,江西,股份有限公司,自然人,0.96,1
863385,2011,3940,服务业,江西,合伙企业,自然人,0.59,1
863399,2004,6450,服务业,江西,农民专业合作社,自然人,0.54,1
863429,2009,140,商业服务业,山东,有限责任公司,企业法人,0.98,1
863474,2002,5690,服务业,山东,有限责任公司,企业法人,0.57,1
863520,2005,3380,交通运输业,福建,合伙企业,自然人,0.75,1
863899,2007,2320,商业服务业,山东,股份有限公司,企业法人,0.71,1
864255,2007,5910,商业服务业,湖北,合伙企业,自然人,0.55,1
864344,2002,3960,零售业,福建,股份有限公司,企业法人,0.63,1
864467,2005,9610,工业,江西,股份有限公司,企业法人,0.79,1
864539,2013,6360,商业服务业,湖北,股份有限公司,企业法人,0.91,1
864752,2001,9370,商业服务业,湖北,有限责任公司,企业法人,0.92,1
864779,2008,5180,服务业,湖北,股份有限公司,企业法人,1,1
864866,2013,1880,社区服务,江西,有限责任公司,自然人,0.94,1
865047,2002,4030,交通运输业,湖南,农民专业合作社,企业法人,0.71,1
865056,2005,2320,交通运输业,福建,股份有限公司,自然人,0.93,1
865608,2012,2690,交通运输业,江西,农民专业合作社,企业法人,0.77,1
865687,2014,8080,社区服务,江西,农民专业合作社,企业法人,0.99,1
865697,2014,2550,工业,广东,农民专业合作社,自然人,0.78,1
865941,2011,9200,社区服务,广西,有限责任公司,自然人,0.55,1
865965,2010,6020,社区服务,湖北,合伙企业,企业法人,0.7,1
866087,2006,5590,服务业,福建,股份有限公司,企业法人,0.8,1
866184,2010,3340,工业,广西,股份有限公司,自然人,0.52,1
866262,2009,3870,商业服务业,广西,NA,企业法人,0.76,1
866325,2007,8920,交通运输业,福建,有限责任公司,自然人,0.63,1
866787,2010,5040,商业服务业,湖南,集体所有制企业,自然人,0.8,1
866849,2000,1000,商业服务业,福建,集体所有制企业,企业法人,1,1
866947,2006,9720,交通运输业,福建,农民专业合作社,自然人,0.91,1
867189,2005,7430,服务业,广西,有限责任公司,自然人,0.67,1
867277,2002,5470,交通运输业,湖南,集体所有制企业,自然人,0.8,1
867572,2002,2550,服务业,广东,集体所有制企业,自然人,0.62,1
867582,2005,8800,零售业,广东,农民专业合作社,企业法人,0.77,1
868182,2011,7730,服务业,湖北,合伙企业,企业法人,0.64,1
868358,2011,8920,工业,湖南,农民专业合作社,自然人,0.77,1
868389,2002,670,社区服务,江西,集体所有制企业,自然人,0.51,1
868486,2000,5840,商业服务业,广西,农民专业合作社,企业法人,0.65,1
868555,2001,5360,零售业,湖南,合伙企业,企业法人,0.97,1
868557,2013,5330,社区服务,湖南,合伙企业,企业法人,0.85,1
868620,2002,4720,工业,广西,股份有限公司,企业法人,0.66,1
868875,2003,4220,社区服务,福建,农民专业合作社,自然人,0.6,1
868887,2002,780,工业,湖南,集体所有制企业,自然人,0.91,1
869030,2004,2250,交通运输业,江西,股份有限公司,企业法人,0.72,1
870070,2008,NA,商业服务业,福建,股份有限公司,自然人,0.99,1
870134,2002,9710,工业,福建,股份有限公司,自然人,0.57,1
870239,2014,9350,服务业,湖南,合伙企业,企业法人,0.83,1
870339,2004,840,工业,福建,农民专业合作社,企业法人,0.95,1
870371,2009,3580,交通运输业,山东,农民专业合作社,自然人,0.75,1
870623,2007,1490,交通运输业,江西,股份有限公司,企业法人,0.75,1
870636,2006,650,零售业,福建,集体所有制企业,自然人,0.77,1
871355,2006,2210,商业服务业,湖南,有限责任公司,企业法人,0.95,1
872064,2000,5460,商业服务业,广西,股份有限公司,自然人,0.92,1
872231,2013,5620,社区服务,福建,有限责任公司,企业法人,0.92,1
872683,2010,9890,社区服务,福建,有限责任公司,企业法人,0.71,1
872789,2013,4580,商业服务业,湖南,有限责任公司,自然人,0.79,1
873043,2011,8940,社区服务,湖北,集体所有制企业,自然人,0.74,1
873245,2001,3210,零售业,福建,农民专业合作社,自然人,0.51,1
873256,2002,9050,工业,广东,有限责任公司,企业法人,0.7,1
873394,2013,100,社区服务,湖北,合伙企业,自然人,0.67,1
873635,2013,5010,服务业,福建,合伙企业,企业法人,0.54,1
873685,2010,4930,交通运输业,江西,合伙企业,自然人,0.66,1
874534,2009,620,零售业,福建,农民专业合作社,企业法人,0.63,1
874780,2000,7400,服务业,山东,有限责任公司,企业法人,0.66,1
874891,2003,7910,零售业,江西,合伙企业,企业法人,0.6,1
874930,2011,8040,商业服务业,湖北,农民专业合作社,企业法人,0.75,1
875101,2012,950,零售业,江西,有限责任公司,企业法人,0.97,1
875449,2001,5630,商业服务业,广东,有限责任公司,自然人,0.88,1
875592,2007,2110,商业服务业,江西,农民专业合作社,自然人,0.85,1
875610,2010,9810,零售业,福建,农民专业合作社,企业法人,0.98,1
876549,2013,NA,商业服务业,广西,股份有限公司,自然人,0.85,1
876603,2008,8520,零售业,湖南,合伙企业,企业法人,0.74,1
876753,2000,6220,工业,山东,农民专业合作社,自然人,0.9,1
877285,2012,5650,交通运输业,山东,合伙企业,自然人,1,1
