ID,专利,商标,著作权
740228,0,1,1
740264,1,1,1
740401,1,0,1
740443,0,1,1
740449,1,1,0
740542,1,0,0
740742,0,0,0
740844,0,0,0
740937,0,1,0
740992,0,0,0
741251,1,1,1
741799,NA,1,1
742085,1,0,0
742480,0,0,0
742497,0,0,0
742657,1,0,1
742677,0,0,0
743077,1,1,0
743133,0,0,0
743173,1,1,0
743379,0,0,0
743564,1,0,0
743782,0,1,1
744016,0,1,0
744144,1,0,0
744369,0,0,0
744562,1,0,0
744718,0,0,0
744776,0,1,1
744817,0,0,0
744915,1,0,1
744920,1,0,1
745334,1,0,1
745399,1,0,1
745593,1,1,0
746017,1,1,0
746130,1,0,1
746161,0,0,0
746178,0,0,0
746462,0,1,1
746610,0,0,0
746697,1,0,1
746717,0,0,0
747611,1,0,1
747660,0,1,1
747697,0,0,0
747861,0,0,0
748098,0,0,0
748276,0,1,1
748305,0,1,1
748510,1,0,1
748662,0,0,0
749143,1,1,0
749146,0,0,0
749261,1,1,1
749561,0,0,0
750168,0,0,0
750339,1,1,0
750414,0,1,0
750533,0,0,0
750552,0,0,0
751014,1,0,1
751172,1,0,0
751197,0,0,0
751376,1,1,0
751825,1,1,1
751888,1,1,1
751973,0,0,0
752514,0,0,0
752879,1,1,0
753051,0,1,1
753671,1,1,1
753912,0,1,0
754010,1,0,0
754366,0,0,0
754381,0,0,0
754404,0,1,1
754471,0,0,0
754647,NA,0,0
754773,0,NA,0
754832,0,0,0
754917,0,0,0
755447,0,0,0
755928,0,0,0
756038,1,1,0
756418,0,1,1
756421,0,0,0
756659,0,0,0
756769,0,0,0
756856,1,0,0
757013,0,0,0
757458,0,1,1
757655,0,0,0
757965,0,1,0
758412,1,0,1
758653,0,0,0
758964,0,0,0
759743,0,0,1
760010,0,0,0
760015,0,1,0
760174,1,1,1
760430,1,0,1
760762,1,1,1
760793,0,0,0
760908,0,1,1
761171,0,1,0
761450,0,1,0
761641,1,1,0
761672,0,1,1
761869,1,1,0
762215,1,1,0
762309,0,0,0
762461,0,0,0
762551,0,0,0
762786,0,1,1
763196,1,0,1
763577,0,1,0
763871,0,0,0
764389,1,0,1
764462,1,1,1
765423,1,0,0
765643,0,0,0
766181,1,1,1
766265,0,0,0
766531,0,0,0
766595,0,0,1
766605,0,1,1
767204,1,0,1
767334,1,1,0
767473,1,0,1
767480,0,0,0
768092,1,0,1
768233,1,0,1
768357,1,0,0
768681,0,1,1
768734,0,0,0
768759,0,1,1
768786,0,0,0
769550,0,0,0
769713,0,0,0
769783,1,0,0
769828,0,0,0
770003,1,0,1
770172,1,0,1
770386,0,0,0
770553,0,0,0
770790,1,0,1
771035,0,1,1
771268,0,0,0
771345,0,1,1
771720,1,0,1
771734,0,1,1
771914,1,0,1
771931,0,0,0
772151,0,0,0
772184,0,0,0
772185,0,0,0
772401,0,1,1
772569,0,0,0
772688,0,0,1
773077,0,0,0
773725,0,1,1
773800,0,1,0
773930,0,0,0
774067,1,1,0
774173,0,0,0
774458,1,1,1
774620,0,0,0
774791,0,0,0
775192,0,0,0
775276,1,0,1
775613,0,0,0
775679,1,1,0
776118,0,0,0
776132,0,1,1
776274,0,1,1
776530,0,0,0
776784,0,0,0
777166,1,0,0
777178,1,0,1
777191,0,0,0
777307,0,0,0
777608,0,0,0
777641,0,0,0
777803,0,0,0
777890,0,0,0
777908,0,0,0
778109,0,0,0
778136,0,1,1
778171,0,1,1
778184,0,0,0
778350,0,0,0
778489,0,0,0
778601,1,1,0
778648,0,0,0
778660,0,1,1
778960,1,0,1
778994,0,0,0
779055,0,1,1
779122,0,0,0
779281,0,1,1
779524,0,0,0
779750,NA,1,1
780085,0,0,0
780105,1,0,0
780232,0,1,1
780389,1,1,0
780632,0,0,0
780655,0,0,0
781236,1,1,1
781749,1,0,0
781902,0,0,0
781920,0,0,0
782041,0,1,0
782195,0,0,0
782293,0,1,1
782373,0,0,0
783194,0,0,0
783538,0,1,0
783867,0,0,0
783988,1,1,0
783999,0,0,1
784189,0,0,0
784415,0,0,1
784984,0,0,0
785122,1,1,1
785170,0,0,0
785508,1,1,1
785628,0,0,0
786174,1,0,0
786279,1,1,1
786328,1,1,NA
786607,0,1,1
786675,1,1,1
786741,0,1,0
786875,0,0,0
787005,0,1,1
787135,0,0,0
787288,1,1,0
787398,0,0,0
787466,1,1,0
787729,0,1,1
788321,0,0,0
788506,1,1,1
788876,1,1,1
789024,1,0,0
789153,0,0,0
789340,0,0,0
789454,0,1,1
789892,0,0,0
790044,0,0,1
790166,0,0,0
790187,0,0,0
790259,0,0,0
790384,0,0,0
790609,1,1,0
790646,0,0,0
791097,0,1,0
791223,0,0,0
791376,0,1,0
791881,1,1,0
791939,0,0,0
792185,0,0,0
792377,0,0,0
792525,1,1,0
792758,0,0,0
792794,1,0,1
792971,1,0,1
793038,0,0,0
793264,0,1,1
793807,0,1,1
794150,1,0,1
794222,0,0,0
794291,0,0,0
794399,1,1,0
794462,1,1,1
795283,1,0,1
795548,1,1,0
796025,0,1,1
796715,0,1,1
796986,0,0,1
797549,0,0,0
797756,0,0,0
798143,0,0,0
798156,1,1,0
798425,1,1,0
798453,0,0,0
798653,0,0,1
799065,1,0,1
799480,0,0,0
800026,0,1,1
800536,1,1,0
800558,1,1,0
800929,1,0,1
801059,1,1,1
801857,0,1,1
801899,0,0,0
802122,0,0,0
802385,0,0,0
802401,0,0,0
802435,0,0,0
802523,0,0,0
802600,0,1,0
802829,1,1,0
802851,0,0,0
803573,0,0,0
803692,1,1,0
803780,0,0,0
803956,1,0,1
803958,0,0,0
803986,0,0,0
804031,1,0,1
804286,1,0,1
804795,0,0,0
804828,0,0,0
804952,1,0,1
804971,0,0,0
805069,0,1,1
805529,0,1,0
805644,0,1,1
805964,1,0,1
806112,1,0,1
806241,0,0,1
806824,0,0,0
806964,0,0,0
807169,0,0,0
807296,0,0,0
807320,1,0,1
807419,1,1,1
807687,1,0,0
807770,0,0,0
808062,1,0,1
808257,0,1,1
808539,1,0,1
808562,1,0,1
808837,0,1,0
809161,0,0,0
809421,0,0,0
809554,0,0,0
809835,0,0,0
809974,0,1,1
810514,0,0,0
810617,0,NA,0
810824,1,1,1
811365,1,0,0
811566,0,1,0
811729,0,0,0
812195,0,0,0
812309,0,0,0
812587,0,0,0
812700,0,1,0
813045,0,0,0
813175,0,0,0
813570,0,0,1
813593,1,0,1
813666,0,0,0
813756,0,1,1
814249,0,0,0
814408,0,1,0
814573,NA,0,1
815514,0,0,0
815592,0,1,0
816336,1,0,0
816431,1,1,0
816468,0,0,0
816571,1,1,0
816592,0,0,0
816857,1,0,0
817671,0,0,1
817775,1,1,0
817933,0,0,0
818295,0,0,0
818826,1,1,0
818980,0,0,0
819472,1,1,1
819480,0,1,0
819710,1,1,1
819840,1,1,1
819875,0,0,0
820138,1,0,1
820523,0,0,0
820562,0,0,0
821680,1,0,0
822371,0,0,0
822390,0,0,0
822478,0,0,0
823106,0,0,0
823487,0,0,0
823921,0,0,0
824141,0,0,0
824411,0,0,0
824608,0,0,1
825302,1,0,1
825611,0,0,0
825759,0,0,1
825985,0,0,1
826079,0,0,0
826123,1,0,0
827535,1,0,1
827745,0,0,0
828317,1,1,1
828432,1,1,0
829115,1,0,1
829170,0,1,0
829697,1,0,1
830026,1,0,1
830142,0,0,0
830176,0,0,0
830297,0,1,1
830451,0,0,0
830644,1,1,0
830661,1,1,0
830670,0,1,1
830958,0,1,1
832410,0,0,0
832864,0,0,0
832919,1,1,0
833371,0,0,0
833405,1,0,1
833551,1,1,0
833665,0,0,0
833979,0,1,0
834123,0,0,0
834126,0,0,0
834221,0,0,0
834232,0,NA,1
834404,0,0,0
834989,1,1,0
835043,1,1,0
835242,0,0,0
835312,1,1,1
835597,0,0,1
835769,0,0,0
835791,0,0,1
836149,1,0,1
836388,0,0,0
836435,0,0,0
836502,1,0,1
836754,0,0,0
836851,0,0,0
837704,1,0,1
838120,1,1,1
838133,1,1,1
838153,0,0,0
838196,0,0,0
838457,1,1,0
838732,0,0,0
838802,0,0,0
838861,0,1,1
838951,0,0,0
839013,1,1,1
839028,0,1,0
839032,0,0,0
839288,1,1,0
839423,1,1,0
839548,0,0,0
839741,0,1,1
839792,0,0,0
839887,0,0,0
840000,0,0,0
840081,0,0,0
840506,1,1,0
840708,1,1,0
840759,1,0,1
840876,1,1,1
841077,0,0,0
841192,0,0,0
841244,0,0,0
841305,0,0,1
841361,0,0,0
841386,0,0,0
841571,0,0,0
841734,0,0,0
841933,0,0,0
842586,0,0,0
842754,0,1,1
842778,0,0,0
842876,1,1,0
843260,1,0,1
843290,1,1,1
843479,1,0,0
843627,1,1,0
843633,1,1,0
843859,0,0,0
843977,1,1,0
844245,0,0,0
844316,0,0,0
844672,0,0,0
844868,0,1,0
845419,0,0,0
846244,0,0,0
846510,0,0,0
846546,0,1,0
846589,1,0,1
846714,0,0,0
846985,1,0,1
847029,0,0,0
847171,1,1,0
847307,0,NA,1
847427,0,0,0
847567,0,1,1
847712,1,1,0
847738,0,0,0
848055,0,1,1
848068,0,NA,0
848343,0,0,0
848513,1,1,1
848609,0,0,0
848702,0,0,0
849395,1,0,1
849547,0,0,0
849701,0,0,0
849777,0,0,0
849970,0,0,0
850079,0,0,0
850187,1,0,1
850523,1,0,1
850546,0,1,1
850624,0,0,0
850908,0,0,0
850946,0,1,1
851035,0,1,0
851216,0,1,1
851367,0,0,0
852535,1,0,1
854143,1,1,1
854487,0,0,0
854594,0,0,0
854607,1,1,1
854922,1,0,0
855251,1,0,0
855268,1,0,1
855388,1,1,0
855414,1,0,1
855703,1,0,1
855852,0,0,0
856559,0,1,1
856720,1,0,1
856970,1,0,1
857268,1,0,1
857570,0,0,0
857846,0,NA,0
857890,0,0,0
858131,0,1,1
858211,0,0,0
858388,0,0,0
858439,0,0,0
858521,1,0,1
858619,1,1,0
858698,0,0,0
858900,0,0,0
859123,0,0,0
859447,0,1,0
859493,0,0,0
859508,1,0,0
859569,1,1,1
859667,1,0,1
859842,0,0,NA
860094,0,0,0
860411,1,0,0
860732,0,0,0
861181,0,0,0
861569,0,0,0
861599,0,1,1
862406,1,0,1
862519,1,NA,0
862975,0,1,0
863027,0,0,0
863057,0,1,1
863145,0,1,0
863385,0,0,0
863399,1,1,0
863429,1,1,0
863474,0,0,0
863520,1,1,1
863899,0,0,0
864255,0,0,0
864344,0,0,0
864467,1,0,0
864539,0,1,1
864752,0,0,0
864779,NA,0,0
864866,0,0,0
865047,0,0,0
865056,0,0,0
865608,0,0,0
865687,0,0,0
865697,1,1,0
865941,1,1,1
865965,1,1,0
866087,0,0,0
866184,1,0,1
866262,1,0,1
866325,1,1,0
866787,1,0,0
866849,1,0,1
866947,0,0,0
867189,0,1,1
867277,0,0,0
867572,0,0,0
867582,0,0,0
868182,0,0,0
868358,0,1,1
868389,0,0,1
868486,0,0,0
868555,0,0,0
868557,1,1,1
868620,0,0,0
868875,0,1,1
868887,0,0,0
869030,1,1,0
870070,0,1,1
870134,0,0,0
870239,0,0,0
870339,0,0,0
870371,0,1,1
870623,0,1,1
870636,0,0,0
871355,0,1,1
872064,1,1,1
872231,0,1,1
872683,0,0,0
872789,0,0,0
873043,0,1,1
873245,0,0,0
873256,0,0,0
873394,0,0,0
873635,0,0,1
873685,0,1,0
874534,1,0,0
874780,0,0,0
874891,1,0,0
874930,0,0,0
875101,0,1,1
875449,1,1,0
875592,1,1,1
875610,1,0,1
876549,0,1,1
876603,0,0,0
876753,0,0,0
877285,1,0,1
877351,0,1,1
877453,0,1,1
877475,0,0,0
877551,0,1,1
877591,0,0,0
877755,0,0,0
877913,0,0,0
877939,1,0,1
878001,0,0,0
879366,0,0,0
879382,0,0,0
879405,1,0,1
879420,1,0,1
879653,0,0,0
879705,1,1,1
879792,0,0,0
880109,0,0,0
880155,0,1,1
880226,1,1,0
880358,0,0,1
880632,0,0,0
880838,0,0,0
880934,0,0,0
880995,0,1,0
881075,0,0,1
881297,0,0,0
881900,1,0,1
881967,0,1,0
882639,0,1,1
882938,1,0,1
882984,0,0,0
883021,0,0,0
883118,1,1,0
883151,0,0,0
883196,1,0,0
883206,0,0,0
883286,0,0,0
883396,1,0,1
883419,0,1,1
883444,0,0,0
883481,0,0,0
884088,1,0,0
884091,1,0,1
884243,0,0,0
884636,0,1,0
885076,0,0,0
885084,0,1,0
885177,0,0,1
885187,0,0,0
885555,0,NA,0
885598,0,0,0
885601,1,1,0
885900,1,0,1
886260,0,1,1
886410,0,0,0
886551,0,1,1
886637,1,0,1
887067,0,0,0
887491,0,0,0
887688,0,0,0
887697,1,1,1
887891,0,0,0
888046,0,1,1
888134,1,1,0
888161,0,0,0
888185,0,1,0
888191,0,0,0
888550,0,0,0
888887,0,1,0
889719,1,0,1
889826,0,1,0
889970,0,0,0
890384,1,0,1
890532,0,0,0
891322,0,1,1
891562,0,0,0
891658,0,0,1
891681,1,1,0
892035,0,1,1
892099,1,0,1
892180,1,0,1
892347,1,1,1
892546,0,0,0
893345,1,1,1
893581,0,0,0
893644,0,0,0
893649,0,0,0
893757,1,1,1
894415,1,1,1
894527,1,1,1
894699,1,0,1
894807,0,0,0
894883,0,0,0
895136,1,0,0
895502,1,1,0
895518,0,0,0
895566,0,0,0
895733,1,0,1
895831,1,1,1
895860,1,1,0
896079,0,0,0
896095,1,1,0
896408,0,0,0
896420,0,1,1
896857,0,0,0
897240,0,0,0
897260,0,1,0
897268,0,1,1
897485,1,1,1
897852,0,1,1
898033,0,0,1
898082,0,0,0
898218,1,1,1
898344,1,0,1
898438,0,1,1
898682,0,1,1
898812,0,0,0
899001,1,1,0
899077,0,0,0
899152,1,1,1
899163,0,1,1
899364,0,1,0
899482,0,0,0
899516,0,0,0
900120,0,0,0
900183,0,0,0
900496,0,1,1
900932,0,NA,0
901258,1,0,1
901642,0,0,0
902247,1,1,NA
902451,0,1,1
902496,0,NA,0
902512,0,0,0
902651,0,0,0
902706,1,1,1
902777,0,0,0
903313,0,1,1
903566,0,1,NA
903621,0,0,1
903631,1,1,0
903739,0,0,0
903765,0,1,0
903838,0,0,0
903900,1,1,0
903988,1,1,0
904094,0,0,1
904668,0,0,0
904926,1,1,1
905010,1,0,0
905147,0,0,0
905350,1,0,NA
906142,0,0,0
906489,1,0,1
906716,1,0,1
907024,0,0,0
907180,0,0,0
907367,1,0,1
907497,0,0,0
907667,0,1,1
907733,1,0,0
908490,0,0,0
908729,0,0,1
908958,1,1,0
909047,1,1,1
909076,0,0,0
909211,0,0,0
909216,0,0,0
909272,1,0,0
909420,0,0,0
909436,1,0,0
909751,0,0,0
909765,0,1,1
909923,0,1,0
909961,0,0,0
910186,1,1,0
910268,0,0,0
910639,1,1,1
910778,1,1,1
910981,1,0,1
911241,0,0,0
911357,0,0,0
911761,0,0,0
911811,1,0,1
911916,0,0,0
911992,0,1,0
912051,1,1,NA
912094,0,0,0
912203,0,1,0
912596,0,1,0
913140,0,1,0
913371,1,0,1
913518,0,0,0
913705,0,0,0
913762,0,0,0
913982,1,1,0
913983,1,0,0
914010,1,0,1
914041,1,1,0
914602,0,0,0
915226,0,0,0
915319,1,0,1
915532,0,0,0
915680,1,0,1
915806,NA,1,0
915965,0,0,0
916158,NA,1,0
916350,1,0,1
916819,1,1,0
917653,0,1,1
917663,0,0,0
917965,1,1,0
918493,0,0,0
918523,0,0,0
919284,0,0,0
919469,0,1,1
919785,0,1,1
919825,0,0,0
919865,0,1,1
920385,1,0,1
920443,1,0,1
920748,1,1,0
920980,1,1,0
921057,NA,0,0
921564,0,1,0
921703,1,0,1
922308,1,1,0
922525,1,0,1
922541,1,0,1
922746,0,1,1
922849,1,0,1
923082,1,1,1
923311,0,1,0
923647,0,0,0
923695,0,1,0
923788,0,0,0
923889,1,0,1
923993,1,1,0
924094,0,0,0
924311,0,0,0
924428,0,0,0
924534,0,0,0
924540,1,1,0
924574,0,0,0
924617,1,1,1
924715,1,0,1
924786,0,0,0
925258,1,0,1
925576,1,0,0
925642,1,0,0
925664,1,1,0
926065,1,1,1
926224,1,0,0
926235,0,1,1
926378,0,0,0
926610,1,0,1
926689,0,0,0
926848,0,0,1
927537,0,0,0
927654,0,1,0
927703,1,1,1
927836,0,1,0
927940,0,0,0
928103,1,0,1
928379,0,0,0
928546,0,1,1
928785,0,1,1
929469,0,0,0
929496,1,1,1
929625,1,0,0
929765,0,0,0
930213,0,0,0
930364,0,0,0
930622,0,0,1
930701,1,1,1
930803,1,0,0
931054,0,0,1
931138,0,1,1
931641,0,0,0
931666,1,0,1
931881,0,0,1
932156,1,0,0
932201,0,1,1
932325,1,0,1
932341,1,1,0
932834,1,1,1
933400,0,0,0
934012,0,0,0
934116,0,1,1
934361,0,1,1
934389,0,0,NA
934542,0,0,0
934588,0,0,0
934756,0,0,0
934840,0,1,1
934890,1,0,1
934961,0,1,1
935063,0,0,0
935254,0,0,0
935287,1,1,1
935339,0,0,0
936091,0,0,0
936604,0,1,1
936685,0,1,1
936880,1,0,1
936925,0,0,0
937223,0,0,0
937874,0,0,0
938208,1,0,1
938504,0,1,0
938572,0,0,1
938741,0,0,0
938913,0,0,0
938962,0,0,0
939052,1,0,1
939093,0,0,0
939737,0,0,0
939842,0,0,0
939965,1,1,0
940215,0,0,0
940274,1,0,1
940307,0,1,1
940520,0,0,0
940816,0,0,0
940992,1,0,1
941120,0,1,0
941264,0,0,0
941460,0,1,1
941501,0,0,0
941546,0,0,0
941831,0,0,0
941913,0,0,0
942488,0,1,0
942616,1,0,0
942630,1,1,0
942632,0,0,0
942918,0,0,0
943004,0,0,0
943480,0,0,0
943600,1,1,1
943640,1,0,1
943687,0,1,1
943708,0,1,1
943734,1,1,1
944324,0,0,1
944542,0,0,1
944778,1,1,1
945016,1,0,0
945090,0,0,0
945095,0,1,1
945321,0,1,1
945514,0,0,0
945645,1,1,1
946021,1,0,1
946059,1,1,0
946105,1,1,1
946143,0,0,1
946418,1,0,0
946420,0,0,0
946474,0,0,0
946697,0,0,0
946743,1,0,1
946926,1,1,0
947151,0,0,0
947199,1,0,0
947407,0,0,0
948010,0,0,0
948056,0,0,0
948143,0,0,0
948416,1,0,1
948839,0,1,1
948898,1,0,0
948999,0,1,0
949053,1,1,0
949466,1,0,0
949564,0,0,0
949951,0,0,0
950351,0,0,0
950449,0,0,0
950521,0,1,1
951118,0,1,1
951515,0,0,0
951968,0,0,0
952073,1,1,0
952605,0,1,1
952742,0,0,0
953093,0,1,1
953530,0,0,0
953626,0,0,0
953662,1,1,1
953814,0,0,0
953864,0,0,0
953929,1,1,0
953990,0,0,0
954093,0,1,1
954176,NA,0,1
954299,0,1,1
954949,0,0,0
955256,0,1,1
955804,1,0,0
955996,1,0,1
956213,0,0,0
956504,0,1,1
956905,0,1,1
957122,0,0,1
957179,1,1,1
957198,1,0,1
957305,0,0,1
957437,0,0,0
957750,0,0,0
958203,0,0,0
958313,1,1,0
958409,0,0,0
958646,0,1,1
958806,0,0,0
959418,1,1,1
959422,0,0,0
959466,0,1,1
959509,0,0,0
959713,1,0,0
960013,0,1,1
960125,0,0,0
960151,1,0,1
960218,0,0,0
961083,0,0,0
961216,1,1,1
961356,1,1,0
961439,0,0,1
961696,0,1,1
961891,0,0,0
961923,0,0,0
962289,0,0,0
962482,1,0,1
962853,1,0,0
962862,0,0,0
962922,0,0,0
963212,0,0,0
963269,0,1,1
963941,1,1,1
964476,0,0,0
964748,0,0,0
965332,0,0,0
965409,1,0,1
966071,0,1,1
966601,0,NA,0
966667,0,0,0
966915,0,1,0
967358,0,0,0
967477,0,0,0
967572,1,1,0
967650,0,1,1
967669,1,1,0
967753,0,1,1
968026,0,0,0
968391,0,0,0
968616,0,0,0
969214,0,1,0
969587,0,1,1
970347,0,0,0
970480,0,0,0
970510,0,1,0
970602,0,1,1
970624,1,1,1
970735,1,0,1
970777,0,1,1
970812,0,0,1
970872,1,1,0
971160,0,0,0
971260,0,0,1
971505,0,0,0
971572,0,1,1
971800,1,1,0
971830,0,0,0
971947,1,1,1
972385,NA,0,0
972614,1,0,0
972652,1,0,1
973026,1,0,1
973095,0,0,NA
973115,1,1,1
973160,1,1,1
973733,0,0,0
973857,0,0,0
974198,1,0,1
974655,0,0,0
975068,0,0,0
975128,0,0,0
975236,0,0,0
975719,1,0,1
975889,0,0,0
975956,0,0,0
976191,0,0,0
976244,1,1,NA
976558,0,0,0
976594,1,0,0
976798,0,0,0
977325,0,0,0
977375,0,0,0
977649,1,1,0
977675,1,0,1
977842,1,1,1
978368,1,0,1
978515,0,0,0
978808,1,1,1
978886,0,0,0
978926,1,1,1
979023,0,0,0
979085,0,0,0
979159,0,0,0
979211,0,0,0
979245,0,0,0
979385,0,0,0
979552,0,1,1
979586,0,1,0
979976,0,0,0
980039,0,0,0
980175,0,1,1
980278,0,0,0
980506,1,1,1
980647,0,0,0
981024,0,0,0
981528,0,0,0
981629,1,0,0
981693,1,1,1
981885,0,1,0
981973,0,0,0
982119,0,0,0
982384,0,0,0
982503,0,0,1
982587,0,0,0
982779,0,0,0
982925,1,0,1
983152,0,0,0
983179,0,1,1
983199,0,0,0
983299,1,1,0
983451,0,0,0
983461,1,0,1
983863,1,1,1
983887,1,1,0
984606,0,0,0
984947,0,0,0
985020,0,0,0
985087,1,0,1
985405,1,1,0
985470,1,1,0
985578,0,0,0
985692,0,0,1
985757,1,0,1
985759,0,0,0
985839,0,0,0
986038,0,1,1
986346,0,0,0
986348,0,1,1
986452,1,0,1
986586,1,1,1
986619,1,0,1
987253,1,0,1
987778,1,1,1
988118,0,0,0
988607,1,1,0
988773,0,0,0
988829,0,0,0
988865,1,1,0
989111,0,0,0
989562,0,0,0
989583,1,1,0
989893,1,1,1
990069,0,0,1
990255,1,0,0
990259,0,0,0
990377,1,1,0
990505,0,0,0
990621,0,NA,0
990799,0,0,0
990934,0,0,0
991170,0,0,0
991219,0,0,0
991716,0,0,0
991926,0,0,0
991959,0,0,0
992532,0,0,0
992545,1,0,1
992609,0,0,0
992689,0,0,0
992843,1,0,1
993068,0,0,0
993162,0,1,1
993485,1,1,0
993504,1,1,1
993735,0,NA,0
993916,0,0,0
993944,1,1,1
994332,0,0,0
994836,0,0,0
994882,0,0,0
994956,1,1,0
995167,1,0,1
995252,1,0,0
995377,1,0,1
995414,1,1,1
995481,0,1,0
995684,0,0,0
995692,0,1,1
996276,0,0,0
996473,1,0,1
996489,0,0,0
996533,0,0,0
996657,0,0,0
996854,0,1,1
997277,1,0,1
997286,0,0,0
997551,0,0,0
998007,1,0,1
998862,0,0,0
998967,0,0,0
1000501,0,0,0
1001478,1,1,0
1001662,1,0,1
1001898,0,1,1
1002273,1,0,1
1002500,0,0,0
1002569,0,0,0
1002898,0,0,0
1003096,1,0,1
1003483,1,1,0
1003711,0,0,0
1004061,0,0,0
1004197,1,1,0
1004403,0,0,0
1004425,0,0,0
1004463,0,1,1
1004731,0,1,1
1004800,0,0,0
1005178,0,1,0
1005197,0,NA,1
1005202,0,0,0
1006022,0,0,0
1006702,1,1,1
1006820,0,0,0
1006985,0,0,0
1007464,0,1,1
1007883,1,1,1
1008073,1,0,0
1008114,1,1,0
1008236,1,0,0
1008267,0,0,0
1008326,0,1,0
1009262,1,0,1
1009401,0,0,0
1009718,0,1,1
1009859,0,0,0
1010077,1,1,0
1010086,0,0,0
1010498,0,0,0
1010569,0,0,0
1010686,0,0,0
1010845,0,0,0
1011238,1,1,1
1011281,1,0,0
1011642,1,1,0
1012072,0,1,1
1012164,1,0,1
1012451,1,1,0
1012850,0,0,0
1012963,0,0,0
1012999,0,0,0
1013108,0,0,0
1013745,0,1,1
1013752,1,1,0
1013769,0,0,0
1013887,1,0,0
1014206,0,0,0
1014399,0,0,0
1014598,1,0,0
1014978,1,0,1
1015261,0,0,0
1015635,1,0,0
1015884,0,0,0
1016170,0,0,0
1016381,0,0,0
1016451,0,1,0
1017276,1,0,0
1017442,1,1,1
1017475,1,1,0
1018062,0,0,0
1018270,1,0,1
1018554,0,0,0
1018811,1,0,1
1018827,0,0,NA
1019303,0,0,1
1019383,0,0,0
1019781,1,1,0
1019869,1,0,1
1020014,1,0,1
1020085,1,0,1
1020589,0,1,0
1020899,1,1,1
1021717,0,1,1
1021855,0,0,0
1022276,0,0,0
1022311,0,0,0
1022370,0,0,0
1022508,0,0,0
1022621,0,0,0
1022806,0,1,0
1022854,1,1,1
1022906,1,1,0
1022981,0,0,0
1023062,1,1,0
1023159,0,0,1
1023629,0,0,0
1024597,1,1,0
1024848,0,0,0
1024903,0,1,1
1024921,0,0,0
1025233,0,1,1
1025321,0,1,0
1025375,1,1,1
1025694,1,0,1
1025781,1,1,1
1025842,0,0,0
1025921,0,1,1
1025936,0,1,0
1026221,0,0,1
1026526,0,0,0
1026536,0,0,0
1026601,0,0,0
1026630,0,0,0
1027086,1,1,0
1027138,0,0,0
1027461,0,0,0
1027661,0,1,1
1028170,1,0,1
1028377,0,0,0
1028595,0,0,0
1028849,1,1,1
1028979,0,0,0
1029257,0,0,0
1029311,0,0,0
1029713,1,0,1
1029916,0,0,0
1030232,0,0,0
1030364,0,0,0
1030902,0,0,0
1030936,0,1,1
1031040,0,0,0
1031361,1,1,0
1031593,0,0,0
1031896,1,0,1
1032344,0,0,0
1032471,1,1,0
1032541,1,1,0
1032632,1,1,0
1032770,0,0,0
1032874,0,0,0
1033259,1,0,1
1033687,1,1,0
1033936,0,1,0
1034070,0,0,0
1034142,0,0,0
1034267,0,0,0
1034443,0,0,0
1034551,1,0,0
1034704,0,1,1
1034902,0,0,0
1035563,1,1,1
1035927,0,0,0
1036094,0,0,1
1036557,0,1,1
1036655,1,0,1
1036996,0,1,1
1037117,0,1,1
1037295,1,0,1
1037449,0,0,0
1037582,0,0,0
1037710,0,0,0
1038493,0,0,0
1038973,0,0,0
1039044,1,0,1
1039575,1,1,0
1039712,0,0,0
1039893,0,0,0
1039907,0,0,0
1039993,0,0,0
1040100,1,0,1
1040309,1,1,1
1040611,0,1,0
1040894,1,1,0
1041946,0,0,0
1042292,1,1,1
1042588,0,0,0
1042690,0,0,0
1042944,0,0,1
1043219,1,1,0
1043409,0,1,1
1043682,1,1,1
1043685,0,1,1
1044076,0,1,1
1044642,0,0,0
1044728,0,0,0
1044765,0,0,0
1044875,0,1,1
1045122,0,1,1
1045205,0,0,0
1045261,1,1,0
1045502,0,1,1
1045605,0,0,0
1046047,0,0,0
1046177,0,0,0
1046449,0,0,0
1046500,1,1,0
1046590,0,0,0
1047302,1,0,1
1047306,0,0,0
1047503,1,1,0
1047532,0,0,0
1047855,0,0,0
1047986,0,1,0
1048487,1,0,0
1048572,0,0,0
1048810,0,0,0
1049168,0,0,0
1050836,0,0,0
1051060,1,0,1
1051704,0,0,0
1051944,1,1,0
1052057,1,1,0
1052292,1,1,1
1052375,1,1,1
1052614,0,0,0
1052856,0,1,1
1053065,0,0,1
1053225,0,0,0
1053295,1,0,1
1054039,1,0,1
1054151,0,1,0
1054207,1,0,1
1054257,0,0,0
1054423,0,0,0
1054530,1,0,1
1054540,1,1,0
1054652,0,0,0
1054713,1,1,1
1055117,1,1,1
1055963,0,0,0
1056042,1,1,1
1056690,0,0,0
1056717,1,0,1
1056832,0,0,0
1056837,0,0,0
1057122,1,1,1
1057146,0,0,0
1057611,0,1,1
1057681,1,1,0
1057837,1,0,0
1057858,0,1,1
1058054,1,1,1
1058154,0,0,0
1058685,0,1,1
1058775,0,1,1
1058953,1,1,0
1059083,0,0,0
1059324,0,0,0
1059388,0,0,0
1059489,0,1,1
1059547,1,1,1
1059806,0,0,0
1059868,0,0,0
1059939,0,0,0
1059979,1,0,1
1060042,0,0,NA
1060335,0,0,0
1060459,1,0,0
1060640,0,0,1
1060929,1,0,0
1061015,1,1,0
1061421,1,1,0
1061822,0,0,0
