ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
410912,2016,87,2000,1500,600,360,240,-60,0,500
410931,2016,717,8370,3720,32643,19585.8,16321.5,-3264.3,0,4650
411022,2016,452,30720,NA,36864,29491.2,14745.6,-3686.4,0,17920
411159,2016,30,60960,55880,36576,25603.2,14630.4,-3657.6,0,5080
411449,2016,608,37440,15600,164736,98841.6,82368,-16473.6,0,21840
411503,2016,381,237150,347820,711450,426870,213435,-71145,0,-110670
412001,2016,934,28080,23400,28080,19656,5616,-2808,0,4680
412100,2016,140,78600,36680,322260,128904,161130,-32226,0,41920
412265,2016,830,25200,36540,100800,70560,30240,-10080,0,-11340
412310,2016,429,70480,123340,112768,56384,11276.8,-11276.8,0,-52860
412693,2016,972,50800,72390,157480,62992,47244,-15748,0,-21590
412868,2016,890,15550,12440,77750,54425,15550,-7775,0,3110
412950,2016,86,28000,12600,25200,15120,12600,-2520,0,15400
412973,2016,445,216840,105640,1084200,433680,433680,-108420,0,111200
413277,2016,691,574500,566840,517050,310230,206820,-51705,0,7660
413323,2016,836,19440,32400,56376,28188,16912.8,-5637.6,0,-12960
413812,2016,607,472160,231540,188864,94432,18886.4,-18886.4,0,240620
413879,2016,213,24800,11160,64480,51584,25792,-6448,0,13640
413995,2016,204,10530,18720,1053,842.4,421.2,-105.3,0,-8190
414004,2016,122,14400,13500,4320,3024,864,-432,0,900
414233,2016,219,453120,221840,1223424,734054.4,244684.8,-122342.4,0,231280
414795,2016,915,96000,88000,278400,139200,83520,-27840,0,8000
414988,2016,340,9540,4505,22896,16027.2,6868.8,-2289.6,0,5035
415091,2016,636,31590,43740,120042,48016.8,60021,NA,0,-12150
415107,2016,113,296800,578760,771680,385840,308672,-77168,0,-281960
415303,2016,170,128700,63360,218790,87516,43758,-21879,0,65340
415641,2016,707,123120,58140,258552,103420.8,25855.2,-25855.2,0,64980
415739,2016,813,156600,74385,783000,626400,313200,-78300,0,82215
415865,2016,853,110640,152130,199152,159321.6,79660.8,-19915.2,0,-41490
415902,2016,980,2200,4200,3520,2816,704,-352,0,-2000
415953,2016,374,37950,17710,60720,48576,30360,-6072,0,20240
416127,2016,592,19920,NA,63744,31872,6374.4,-6374.4,0,4980
416452,2016,126,376800,185260,1318800,659400,527520,-131880,0,191540
416836,2016,379,1950,1560,1755,1053,702,-175.5,0,390
416921,2016,532,6020,5590,7224,5056.8,1444.8,-722.4,0,430
417036,2016,535,84450,39410,253350,202680,25335,-25335,0,45040
417057,2016,931,193920,92920,96960,58176,19392,-9696,0,101000
417415,2016,882,218960,316710,569296,227718.4,56929.6,-56929.6,0,-97750
417772,2016,761,15840,7040,76032,30412.8,38016,-7603.2,0,8800
418101,2016,371,25400,24130,50800,20320,5080,-5080,0,1270
418444,2016,746,51600,98040,170280,136224,85140,-17028,0,-46440
418716,2016,862,138240,130560,165888,99532.8,33177.6,-16588.8,0,7680
418951,2016,831,519600,1021880,363720,290976,181860,-36372,0,-502280
418981,2016,785,443400,218005,1995300,1396710,997650,-199530,0,225395
419175,2016,481,34500,51060,86250,51750,17250,-8625,0,-16560
419755,2016,79,250080,244870,1200384,960307.2,600192,-120038.4,0,5210
390214,2017,439,5760,9600,16128,12902.4,6451.2,-1612.8,0,-3840
391282,2017,820,120600,116580,434160,217080,86832,-43416,0,4020
391390,2017,65,153440,147960,61376,36825.6,18412.8,-6137.6,0,5480
391437,2017,620,247200,120510,370800,259560,148320,-37080,0,126690
391739,NA,388,144870,210720,333201,233240.7,166600.5,-33320.1,0,-65850
391970,2017,441,497120,975120,1541072,924643.2,770536,-154107.2,0,-478000
392198,2017,290,36960,17600,177408,88704,53222.4,-17740.8,0,19360
392271,2017,831,71750,137760,308525,154262.5,92557.5,-30852.5,0,-66010
392587,2017,164,109600,160290,295920,147960,88776,-29592,0,-50690
392631,2017,168,568750,840000,170625,102375,34125,-17062.5,0,-271250
392740,2017,28,25840,12730,121448,72868.8,48579.2,-12144.8,0,13110
392802,2017,459,75750,141400,136350,95445,27270,-13635,0,-65650
392866,2017,333,63750,31500,44625,26775,13387.5,-4462.5,0,32250
392918,2017,533,70200,68400,NA,263952,32994,-32994,0,1800
393286,2017,689,96000,139500,393600,157440,196800,-39360,0,-43500
393359,2017,215,168000,162400,655200,524160,131040,-65520,NA,5600
393851,2017,544,12600,12320,12600,8820,2520,-1260,0,280
394348,2017,161,228600,333375,365760,256032,36576,-36576,0,-104775
394512,2017,275,14800,21645,23680,18944,7104,-2368,0,-6845
394576,2017,100,241600,357870,676480,338240,135296,-67648,0,-116270
394605,2017,865,5500,10780,8800,4400,3520,-880,0,-5280
394981,2017,652,166500,162800,466200,186480,93240,-46620,0,3700
395004,2017,689,248760,241850,870660,696528,174132,-87066,0,6910
395096,2017,319,243200,480320,316160,126464,63232,NA,0,-237120
395227,2017,925,52100,93780,NA,118788,19798,-19798,0,-41680
396175,2017,824,326400,639200,NA,1051008,450432,-150144,0,-312800
396286,2017,49,403200,592200,201600,100800,40320,-20160,0,-189000
396328,2017,691,334440,162575,1070208,749145.6,535104,-107020.8,0,171865
396836,2017,412,648800,640690,3114240,1557120,934272,-311424,0,8110
396851,2017,163,96160,90150,278864,111545.6,83659.2,-27886.4,0,6010
396882,2017,577,574500,1133680,1551150,620460,155115,-155115,0,-559180
397291,2017,320,510680,503170,255340,204272,102136,-25534,0,7510
397558,2017,197,30450,56840,51765,41412,25882.5,-5176.5,0,-26390
397683,2017,154,5000,9500,15000,12000,4500,-1500,0,-4500
398064,2017,83,75840,73470,182016,127411.2,18201.6,-18201.6,0,2370
398151,2017,539,176960,85715,353920,141568,176960,-35392,0,91245
398179,2017,381,589560,1161780,117912,70747.2,47164.8,-11791.2,0,-572220
398962,2017,243,184140,357120,865458,346183.2,346183.2,-86545.8,0,-172980
399012,2017,442,18600,9145,53940,26970,10788,-5394,0,9455
399084,2017,237,262480,129310,1286152,643076,385845.6,-128615.2,0,133170
399317,2017,116,63410,NA,215594,107797,107797,-21559.4,0,-55950
399368,2017,100,73800,35875,169740,118818,84870,-16974,0,37925
399779,2017,667,233100,113960,163170,97902,81585,-16317,0,119140
399793,2017,124,261120,383520,496128,347289.6,49612.8,-49612.8,0,-122400
399973,2017,845,122850,239400,577395,346437,230958,-57739.5,0,-116550
400106,2017,411,96320,90300,433440,173376,216720,-43344,0,6020
400290,2017,862,231840,226320,718704,359352,71870.4,-71870.4,0,5520
400708,2017,804,272250,268620,299475,239580,59895,-29947.5,0,3630
400734,2017,239,114400,218400,68640,27456,6864,-6864,0,-104000
400748,2017,790,133120,193440,292864,146432,58572.8,-29286.4,0,-60320
401215,2017,930,306540,597360,153270,122616,61308,-15327,0,-290820
401454,2017,873,186200,269325,931000,372400,186200,-93100,0,-83125
401764,2017,904,236040,455220,755328,528729.6,75532.8,-75532.8,0,-219180
401880,2017,51,159970,75280,495907,198362.8,198362.8,-49590.7,0,84690
402113,2017,981,94180,44320,207196,165756.8,41439.2,-20719.6,0,49860
402700,2017,453,31740,13225,123786,74271.6,61893,-12378.6,0,18515
403194,2017,250,159460,77385,605948,424163.6,121189.6,-60594.8,0,82075
403209,2017,952,78540,115005,353430,176715,70686,-35343,0,-36465
404577,2017,311,91040,128025,218496,109248,109248,-21849.6,0,-36985
404791,2017,634,8370,11160,15066,7533,7533,-1506.6,0,-2790
404884,2017,967,31840,13930,130544,104435.2,65272,-13054.4,0,17910
404969,2017,382,5700,8265,18810,13167,7524,-1881,0,-2565
405074,2017,826,95590,86900,105149,42059.6,31544.7,-10514.9,0,8690
405088,2017,107,36160,13560,155488,77744,77744,-15548.8,0,22600
405177,2017,785,131840,64890,224128,89651.2,89651.2,-22412.8,0,66950
405318,2017,899,117960,216260,448248,224124,89649.6,-44824.8,0,-98300
405352,2017,395,572560,1128280,343536,171768,103060.8,-34353.6,0,-555720
405544,2017,572,96120,132165,374868,262407.6,74973.6,-37486.8,0,-36045
405571,2017,559,50040,47260,195156,97578,19515.6,-19515.6,0,2780
405953,2017,471,210080,206040,672256,537804.8,268902.4,-67225.6,0,4040
406156,2017,782,36450,NA,83835,58684.5,33534,-8383.5,0,20250
406426,2017,315,23430,15620,37488,18744,7497.6,-3748.8,0,7810
406814,2017,490,211640,404040,656084,328042,131216.8,-65608.4,0,-192400
407492,2017,801,391850,193620,1528215,1069750.5,611286,-152821.5,0,NA
407790,2017,600,178560,173600,410688,164275.2,205344,-41068.8,0,4960
408702,2017,158,315640,619140,220948,176758.4,66284.4,-22094.8,0,-303500
408781,2017,281,182400,353400,145920,116736,29184,NA,0,-171000
408877,2017,157,129150,63140,12915,5166,5166,-1291.5,0,66010
409070,2017,59,206820,398320,227502,136501.2,113751,-22750.2,0,-191500
409131,2017,439,124320,233100,149184,74592,29836.8,-14918.4,0,-108780
409177,2017,232,76840,37290,107576,86060.8,10757.6,-10757.6,0,39550
409191,2017,477,629600,621730,2266560,1133280,226656,-226656,0,7870
409443,2017,491,277800,546340,1166760,816732,583380,-116676,0,-268540
409546,2017,429,417150,203940,834300,584010,83430,-83430,0,213210
410312,2017,179,84660,39840,50796,20318.4,5079.6,-5079.6,0,NA
410482,2017,574,22720,22010,95424,57254.4,38169.6,-9542.4,0,710
410487,2017,321,5600,10640,7280,3640,1456,-728,0,-5040
410912,2017,634,9000,16000,21600,8640,2160,-2160,0,-7000
410931,2017,989,27900,40455,61380,30690,24552,-6138,0,-12555
411022,2017,249,61440,56320,135168,54067.2,13516.8,-13516.8,0,5120
411159,2017,554,81280,76200,219456,175564.8,87782.4,-21945.6,0,5080
411449,2017,916,18720,18720,1872,748.8,748.8,-187.2,0,0
411503,2017,116,337280,664020,236096,141657.6,47219.2,-23609.6,0,-326740
412001,2017,986,18720,28080,18720,13104,7488,-1872,0,-9360
412100,2017,648,83840,117900,402432,201216,120729.6,-40243.2,0,-34060
412265,2017,112,13440,6300,55104,22041.6,11020.8,-5510.4,0,7140
412310,2017,658,176200,167390,176200,123340,52860,-17620,0,8810
412693,2017,835,55880,80010,22352,15646.4,8940.8,-2235.2,0,-24130
412868,2017,624,18660,31100,61578,24631.2,24631.2,-6157.8,0,-12440
412950,2017,93,16800,7000,38640,30912,7728,-3864,0,9800
412973,2017,339,77840,72280,101192,50596,50596,-10119.2,0,5560
413277,2017,747,490240,965160,2206080,882432,882432,-220608,0,-474920
413323,2017,482,48600,45360,4860,2430,1458,-486,0,3240
413812,2017,82,127120,177060,572040,343224,57204,-57204,0,-49940
413879,2017,311,22320,29760,89280,53568,8928,-8928,NA,-7440
413995,2017,695,23400,44460,4680,1872,1872,-468,0,-21060
414004,2017,332,16200,22950,64800,38880,12960,-6480,0,-6750
414233,2017,926,122720,226560,515424,309254.4,51542.4,-51542.4,0,-103840
414795,2017,43,96000,132000,9600,5760,3840,-960,0,-36000
414988,2017,161,7420,13780,29680,23744,11872,-2968,0,-6360
415091,2017,585,34020,15795,71442,35721,21432.6,-7144.2,0,18225
415107,2017,931,81620,74200,73458,51420.6,29383.2,-7345.8,0,7420
415303,2017,220,110880,108900,155232,93139.2,15523.2,-15523.2,0,NA
415641,NA,327,95760,133380,229824,91929.6,91929.6,-22982.4,0,-37620
415739,2017,38,195750,93960,724275,579420,362137.5,-72427.5,0,101790
415865,2017,547,322700,313480,1516690,606676,151669,-151669,0,9220
415902,NA,129,4800,2350,4800,2880,1440,-480,0,2450
415953,2017,634,40480,37950,44528,22264,4452.8,-4452.8,0,2530
416127,2017,879,74700,139440,179280,89640,17928,-17928,0,-64740
416452,2017,670,401920,791280,1969408,1575526.4,393881.6,-196940.8,0,-389360
416836,2017,649,11700,11310,42120,21060,16848,-4212,0,390
416921,2017,459,32250,31820,38700,23220,11610,-3870,0,430
417036,2017,610,101340,191420,243216,121608,24321.6,-24321.6,0,-90080
417057,2017,961,290880,565600,1308960,785376,130896,-130896,0,-274720
417415,2017,529,312800,609960,907120,544272,272136,-90712,0,-297160
417772,2017,652,70400,102960,168960,135168,NA,-16896,0,-32560
418101,2017,770,41910,60960,67056,40233.6,26822.4,-6705.6,0,-19050
418444,2017,599,28380,25800,113520,79464,22704,-11352,0,2580
418716,2017,782,76800,138240,38400,26880,7680,-3840,0,-61440
418951,2017,154,692800,684140,2009120,1406384,602736,-200912,0,8660
418981,2017,834,354720,173665,496608,347625.6,248304,-49660.8,0,181055
419175,2017,843,22080,43240,72864,58291.2,29145.6,-7286.4,0,-21160
419755,2017,897,338650,500160,270920,108368,54184,-27092,0,-161510
420031,NA,155,419400,205040,251640,NA,75492,-25164,0,214360
420068,2015,181,53760,89600,225792,90316.8,22579.2,-22579.2,0,-35840
420409,2015,661,NA,76890,343908,206344.8,137563.2,-34390.8,0,6990
420516,2015,530,5200,4160,22880,NA,2288,-2288,0,1040
420765,2015,756,151650,296560,181980,127386,18198,-18198,0,-144910
421068,2015,883,4080,1870,16728,8364,3345.6,-1672.8,0,2210
421114,2015,902,27280,53320,79112,63289.6,39556,-7911.2,0,-26040
421235,2015,109,5460,7800,27300,10920,13650,-2730,0,-2340
421423,2015,505,367640,180285,992628,694839.6,496314,-99262.8,0,187355
421584,2015,805,80800,118170,NA,181800,109080,-36360,0,-37370
421655,2015,880,218350,NA,851565,596095.5,425782.5,-85156.5,0,111160
421786,2015,88,47700,39750,200340,100170,20034,-20034,0,7950
421848,2015,893,47700,23055,195570,78228,97785,-19557,0,24645
421886,2015,362,100200,91850,80160,64128,8016,-8016,0,8350
421941,2015,768,74480,34580,74480,44688,22344,-7448,0,39900
422167,2015,156,47280,86680,70920,28368,28368,-7092,0,-39400
422357,2015,199,440,0,1760,1232,880,-176,0,440
422364,2015,587,16450,19740,57575,28787.5,28787.5,-5757.5,0,-3290
422463,2015,264,243270,117130,948753,379501.2,474376.5,-94875.3,0,126140
422655,2015,972,248360,359235,1241800,869260,248360,-124180,0,-110875
422927,2015,813,38760,53295,116280,58140,46512,-11628,0,-14535
423047,2015,453,301920,295630,1298256,1038604.8,389476.8,-129825.6,0,6290
423254,2015,906,24960,22880,44928,22464,13478.4,-4492.8,0,2080
423344,2015,337,8610,7380,23247,13948.2,9298.8,-2324.7,0,1230
423858,2015,66,350280,340550,420336,294235.2,210168,-42033.6,0,9730
423909,2015,87,116800,221920,292000,146000,29200,-29200,0,-105120
423920,2015,288,32160,60300,115776,81043.2,34732.8,-11577.6,0,-28140
424042,2015,409,6050,5500,23595,11797.5,2359.5,-2359.5,0,550
424194,2015,532,51300,74385,210330,126198,21033,-21033,0,-23085
424295,2015,220,175500,259200,508950,407160,101790,-50895,0,-83700
424435,2015,943,24540,40900,112884,56442,33865.2,-11288.4,0,-16360
424936,2015,262,31840,55720,136912,68456,68456,NA,0,-23880
425343,2015,982,138740,193245,41622,16648.8,8324.4,-4162.2,0,-54505
425799,2015,818,4990,0,23453,16417.1,4690.6,-2345.3,0,4990
426003,2015,451,33760,50640,47264,33084.8,18905.6,-4726.4,0,-16880
426029,2015,658,442200,434830,972840,486420,486420,-97284,0,7370
426053,2015,501,69210,123040,269919,215935.2,26991.9,-26991.9,0,-53830
426187,2015,341,232640,112685,1000352,600211.2,500176,-100035.2,0,119955
426376,2015,516,53240,101640,196988,157590.4,19698.8,-19698.8,0,-48400
426439,2015,536,72000,32000,324000,226800,97200,-32400,0,40000
426617,2015,853,355600,175260,782320,312928,391160,-78232,0,180340
426619,2015,969,10800,9000,9720,4860,1944,-972,0,1800
427080,2015,615,19760,27360,19760,11856,1976,-1976,0,-7600
427117,2015,NA,590,0,590,472,177,-59,0,590
427295,2015,460,165750,161500,49725,34807.5,19890,-4972.5,0,4250
427420,2015,999,3400,4590,5440,4352,544,-544,0,-1190
427577,2015,838,407040,797120,407040,162816,81408,-40704,0,-390080
427587,2015,1000,284800,138840,313280,156640,93984,-31328,0,145960
427774,2015,326,22360,25155,98384,68868.8,19676.8,-9838.4,0,-2795
428087,2015,950,13580,25220,20370,10185,4074,-2037,0,-11640
428177,2015,131,25380,8460,93906,65734.2,46953,-9390.6,0,16920
428206,2015,200,299000,586500,239200,143520,23920,-23920,0,-287500
428334,2015,795,143400,204345,458880,367104,45888,-45888,0,-60945
428476,2015,875,114140,210720,194038,135826.6,38807.6,-19403.8,0,-96580
428633,2015,NA,61830,82440,92745,55647,27823.5,-9274.5,0,-20610
428658,2015,620,17400,23925,10440,4176,1044,-1044,0,-6525
428841,2015,418,128480,60225,565312,452249.6,56531.2,-56531.2,0,68255
429287,2015,293,78720,103320,86592,51955.2,43296,-8659.2,0,-24600
429400,2015,67,325710,473760,521136,364795.2,208454.4,-52113.6,0,-148050
429456,2015,735,12880,9660,36064,14425.6,14425.6,-3606.4,0,3220
429933,2015,639,26880,51840,72576,50803.2,14515.2,-7257.6,0,-24960
429954,2015,711,64050,93330,230580,92232,46116,-23058,0,-29280
429972,2015,59,75600,36400,264600,211680,52920,-26460,0,39200
430551,2015,401,542400,533360,2549280,1529568,764784,-254928,0,9040
430624,2015,725,45780,85020,59514,41659.8,5951.4,-5951.4,0,-39240
430960,2015,165,85800,40755,111540,89232,33462,-11154,0,45045
431301,2015,397,102340,47515,419594,251756.4,167837.6,-41959.4,0,54825
432211,2015,860,256000,372000,1100800,550400,220160,-110080,0,-116000
432320,2015,941,94920,132210,56952,34171.2,17085.6,-5695.2,0,-37290
432470,2015,281,36360,30300,152712,76356,76356,-15271.2,0,6060
432481,2015,NA,1680,2520,3864,2704.8,772.8,-386.4,0,-840
432950,2015,599,74760,69420,328944,230260.8,NA,-32894.4,0,5340
433001,2015,545,91800,45135,275400,192780,137700,-27540,0,46665
433103,2015,250,78680,109590,157360,110152,78680,-15736,0,-30910
433366,2015,942,331200,322000,1092960,765072,109296,-109296,0,9200
433649,2015,296,88350,164920,415245,290671.5,124573.5,-41524.5,0,-76570
433717,2015,581,146160,285360,672336,403401.6,134467.2,-67233.6,0,-139200
433925,2015,827,599400,1178820,299700,179820,59940,-29970,0,-579420
433989,2015,862,381150,186340,876645,350658,350658,-87664.5,0,194810
434354,2015,234,121600,231040,583680,408576,116736,-58368,0,-109440
434482,2015,880,195000,185250,799500,319800,319800,-79950,0,9750
434516,2015,25,306150,301440,581685,465348,174505.5,-58168.5,0,4710
434627,2015,857,299880,583100,1319472,791683.2,131947.2,-131947.2,0,-283220
435012,2015,308,16560,NA,8280,6624,828,-828,0,-13800
435811,NA,390,30160,45240,33176,13270.4,6635.2,-3317.6,0,-15080
436057,2015,516,38880,18225,38880,23328,19440,-3888,0,20655
436337,2015,613,234000,113750,491400,294840,196560,-49140,0,120250
436560,2015,399,148400,281960,296800,148400,148400,-29680,0,-133560
436694,2015,686,73440,105570,345168,241617.6,34516.8,-34516.8,0,-32130
436977,2015,301,431080,634185,1982968,1189780.8,198296.8,-198296.8,0,-203105
436981,2015,499,216000,313200,237600,95040,47520,-23760,0,-97200
437155,2015,738,12200,23180,42700,17080,12810,-4270,0,-10980
437230,2015,117,178200,86625,71280,35640,21384,-7128,0,91575
437368,2015,429,39200,62720,148960,59584,29792,-14896,0,-23520
437399,NA,165,13760,3440,13760,8256,5504,-1376,NA,10320
437503,2015,658,15350,24560,61400,24560,24560,-6140,0,-9210
437846,2015,394,191520,275310,268128,214502.4,80438.4,-26812.8,0,-83790
437879,2015,302,18060,8600,1806,1444.8,903,-180.6,0,9460
438066,2015,657,41160,57330,16464,9878.4,4939.2,-1646.4,0,-16170
438068,2015,671,119460,115840,501732,301039.2,150519.6,-50173.2,0,3620
438410,2015,965,23400,8775,16380,9828,6552,-1638,NA,14625
438420,2015,568,35680,46830,78496,39248,15699.2,-7849.6,0,-11150
438813,2015,995,147750,137900,177300,70920,17730,-17730,0,9850
439001,2015,536,62640,120060,194184,135928.8,19418.4,-19418.4,0,-57420
439210,2015,954,246150,361020,1181520,827064,472608,-118152,0,-114870
439432,2015,542,11700,9360,44460,35568,8892,-4446,0,2340
439714,2015,996,17540,4385,59636,29818,11927.2,-5963.6,0,13155
439768,2015,90,87750,163800,201825,161460,40365,-20182.5,0,-76050
440038,2015,314,2160,2880,8856,7084.8,1771.2,-885.6,0,-720
440270,2015,917,177360,339940,851328,340531.2,340531.2,-85132.8,0,-162580
440491,2015,617,16920,22560,35532,17766,3553.2,-3553.2,0,-5640
440898,2015,350,397200,774540,397200,238320,119160,-39720,0,-377340
440950,2015,452,142650,266280,584865,350919,58486.5,-58486.5,0,-123630
441102,2015,165,229680,220110,1079496,755647.2,215899.2,-107949.6,0,9570
441109,2015,390,12450,12450,42330,33864,21165,-4233,0,0
441381,2015,914,27050,43280,67625,27050,27050,-6762.5,0,-16230
441899,2015,742,125550,241800,539865,431892,269932.5,-53986.5,NA,-116250
442198,2015,346,214280,204540,964260,674982,192852,-96426,0,NA
442500,2015,306,73320,100815,241956,145173.6,24195.6,-24195.6,0,-27495
443240,2015,620,29550,19700,115245,92196,11524.5,-11524.5,0,9850
443388,2015,991,35880,59800,104052,72836.4,41620.8,-10405.2,0,-23920
443679,2015,796,2640,2310,8712,6969.6,871.2,-871.2,0,330
443715,2015,48,130480,128150,482776,337943.2,144832.8,-48277.6,0,2330
443854,2015,870,11000,20900,NA,16170,6930,-2310,0,-9900
443921,2015,490,NA,17010,171072,102643.2,68428.8,-17107.2,0,21870
443940,2015,485,140250,196350,308550,215985,61710,-30855,0,-56100
444217,2015,52,254400,124020,432480,172992,86496,-43248,0,130380
444252,2015,815,361200,352170,1408680,845208,704340,-140868,0,9030
444267,2015,37,48330,23270,130491,78294.6,39147.3,-13049.1,0,25060
444786,2015,234,173800,169850,504020,352814,151206,-50402,0,3950
444903,2015,863,221250,218300,973500,486750,292050,-97350,0,2950
445208,2015,755,476250,469900,2286000,1600200,457200,-228600,0,6350
445304,2015,632,6420,0,2568,2054.4,256.8,-256.8,0,6420
445504,2015,74,73920,129360,229152,137491.2,91660.8,-22915.2,0,-55440
445755,2015,465,262600,386325,1024140,819312,409656,-102414,0,-123725
445911,2015,206,26430,8810,129507,51802.8,38852.1,-12950.7,0,17620
446175,2015,77,94350,44030,132090,52836,13209,-13209,0,50320
446176,2015,403,43350,17340,78030,39015,15606,-7803,0,26010
446336,2015,731,41720,38740,154364,61745.6,77182,-15436.4,0,2980
446551,2015,169,224700,434420,381990,267393,152796,-38199,0,-209720
446607,2015,781,16680,20850,66720,53376,6672,-6672,0,-4170
447205,2015,27,100870,45850,312697,218887.9,62539.4,-31269.7,0,55020
447262,2015,417,17880,7450,37548,22528.8,11264.4,-3754.8,0,10430
447271,2015,441,NA,188370,157248,62899.2,62899.2,-15724.8,0,-57330
447426,2015,356,107760,49390,237072,142243.2,47414.4,-23707.2,0,58370
447489,2015,507,19840,18600,25792,15475.2,7737.6,-2579.2,0,1240
447541,2015,108,271500,401820,733050,439830,293220,-73305,0,-130320
447597,2015,356,17880,14900,32184,19310.4,12873.6,-3218.4,0,2980
447602,2015,859,404560,595170,1213680,849576,242736,-121368,0,-190610
447720,2015,44,3260,2445,11736,8215.2,5868,-1173.6,0,815
447816,2015,94,53640,24585,214560,107280,85824,-21456,0,29055
447852,2015,72,117360,112470,NA,197164.8,24645.6,-24645.6,0,4890
447862,2015,367,210000,411600,105000,84000,52500,-10500,0,-201600
448240,2015,896,333360,486150,1033416,826732.8,206683.2,-103341.6,0,-152790
448516,2015,570,7980,3420,39900,31920,11970,-3990,0,4560
448527,2015,321,41880,57585,71196,49837.2,35598,-7119.6,0,-15705
448536,2015,561,324960,477285,1559808,935884.8,779904,-155980.8,0,-152325
448554,2015,784,95340,177060,219282,175425.6,65784.6,-21928.2,0,-81720
448678,2015,658,5740,5740,22386,13431.6,4477.2,-2238.6,0,0
448940,2015,109,224250,322920,291525,145762.5,58305,-29152.5,0,-98670
448984,2015,648,10780,4900,9702,4851,970.2,-970.2,0,5880
449022,2015,76,26240,45920,131200,65600,65600,-13120,0,NA
449239,2015,863,94500,89250,198450,119070,39690,-19845,0,5250
420031,2016,589,447360,438040,313152,219206.4,125260.8,-31315.2,0,9320
420068,2016,222,179200,NA,573440,344064,172032,-57344,0,8960
420409,2016,216,97860,45435,313152,219206.4,31315.2,-31315.2,0,52425
420516,2016,751,24960,23920,67392,47174.4,13478.4,-6739.2,0,1040
420765,2016,216,107840,156705,301952,120780.8,60390.4,-30195.2,0,-48865
421068,2016,656,17680,34680,31824,12729.6,3182.4,-3182.4,0,-17000
421114,2016,538,14880,21390,8928,5356.8,4464,-892.8,0,-6510
421235,2016,955,8320,8060,4992,2496,998.4,-499.2,0,260
421423,2016,625,395920,583275,1623272,649308.8,486981.6,-162327.2,0,NA
421584,2016,595,72720,106050,283608,198525.6,113443.2,-28360.8,0,-33330
421655,2016,941,142920,208425,485928,340149.6,242964,-48592.8,0,-65505
421786,2016,391,31800,47700,60420,36252,30210,-6042,0,-15900
421848,2016,422,17490,15900,13992,11193.6,2798.4,-1399.2,0,1590
421886,2016,366,125250,175350,526050,315630,210420,-52605,0,-50100
421941,2016,499,212800,103740,383040,191520,191520,-38304,0,109060
422167,NA,347,153660,74860,384150,307320,76830,-38415,0,78800
422357,2016,290,880,660,440,264,220,-44,0,220
422364,2016,295,26320,34545,52640,31584,26320,-5264,0,-8225
422463,2016,546,90100,81090,72080,50456,14416,-7208,0,9010
422655,2016,562,399150,195140,1397025,558810,279405,-139702.5,0,204010
422927,2016,983,32300,29070,142120,99484,56848,-14212,0,3230
423047,2016,508,163540,78625,523328,366329.6,156998.4,-52332.8,0,84915
423254,2016,178,31200,58240,24960,12480,12480,-2496,0,-27040
423344,2016,920,49200,47970,142680,114144,14268,-14268,0,1230
423858,2016,873,291900,423255,204330,143031,81732,-20433,0,-131355
423909,2016,505,58400,105120,151840,75920,75920,-15184,0,-46720
423920,2016,122,72360,105525,7236,4341.6,2894.4,-723.6,0,-33165
424042,2016,371,33000,16225,13200,7920,3960,-1320,0,16775
424194,2016,52,23940,33345,79002,31600.8,NA,-7900.2,0,-9405
424295,2016,921,151200,297000,559440,391608,111888,-55944,0,-145800
424435,2016,620,85890,163600,68712,48098.4,27484.8,-6871.2,0,-77710
424936,2016,720,19900,31840,9950,3980,1990,-995,0,-11940
425343,2016,446,158560,148650,317120,158560,95136,-31712,0,9910
425799,2016,234,29940,49900,2994,2395.2,1197.6,-299.4,0,-19960
426003,2016,192,33760,50640,60768,36460.8,6076.8,-6076.8,0,-16880
426029,2016,538,95810,88440,76648,61318.4,38324,-7664.8,0,7370
426053,2016,56,153800,292220,738240,516768,369120,-73824,0,-138420
426187,2016,162,327150,479820,1112310,556155,444924,-111231,0,-152670
426376,2016,921,145200,142780,116160,46464,23232,-11616,0,2420
426439,2016,925,160000,304000,480000,336000,240000,-48000,0,-144000
426617,2016,756,152400,147320,30480,12192,15240,-3048,0,5080
426619,2016,342,21600,29700,75600,37800,37800,-7560,0,-8100
427080,2016,250,21280,9880,76608,53625.6,38304,-7660.8,0,11400
427117,2016,962,1180,590,5546,2218.4,1109.2,-554.6,0,590
427295,2016,475,297500,439875,357000,214200,142800,-35700,0,-142375
427420,2016,755,10200,14790,2040,1224,612,-204,0,-4590
427577,2016,319,551200,814080,1267760,760656,633880,-126776,0,-262880
427587,2016,728,313280,306160,1159136,463654.4,579568,-115913.6,0,7120
427774,2016,939,11180,5590,20124,14086.8,NA,-2012.4,0,5590
428087,2016,966,43650,21340,148410,89046,14841,-14841,0,22310
428177,2016,79,169200,160740,219960,131976,65988,-21996,0,8460
428206,2016,700,161000,310500,209300,104650,104650,-20930,0,-149500
428334,2016,22,43020,17925,12906,6453,3871.8,-1290.6,0,25095
428476,2016,767,491680,965800,2015888,1411121.6,201588.8,-201588.8,0,-474120
428633,2016,287,54960,72135,219840,153888,109920,-21984,0,-17175
428658,2016,193,14500,19575,15950,11165,3190,-1595,0,-5075
