ID,year,债权融资额度,债权融资成本,股权融资额度,股权融资成本,内部融资和贸易融资额度,内部融资和贸易融资成本,项目融资和政策融资额度,项目融资和政策融资成本
679931,2015,7300,584,0,0,0,0,0,0
680030,2015,0,0,1237.5,49.5,0,NA,0,0
680244,2015,33450,2676,0,0,0,0,0,0
680371,2015,0,0,4924.8,196.992,0,0,0,0
680447,2015,16767,1341.36,0,0,0,0,0,0
680720,2015,2817,225.36,0,0,0,0,0,0
680896,2015,0,0,2408.28,96.3312,0,0,0,0
680921,2015,0,0,0,0,5116.8,307.008,0,0
681345,2015,0,0,0,0,0,0,577.2,34.632
681924,2015,10392,831.36,0,0,0,0,0,0
682306,2015,0,0,0,0,48729.6,2923.776,0,0
682445,2015,0,0,0,0,0,0,3250,195
682478,2015,0,0,0,0,114566.4,6873.984,0,0
682667,2015,0,0,0,0,0,0,959,57.54
682713,2015,0,0,2504.88,100.1952,0,0,0,0
682817,2015,19350,1548,0,0,0,0,0,0
682947,2015,0,0,0,0,667584,40055.04,0,0
683262,2015,0,0,0,0,16944,1016.64,0,NA
683588,2015,17400,1392,0,0,0,0,0,0
683757,2015,24672,1973.76,0,0,0,0,0,0
683809,2015,21364,1709.12,0,0,0,NA,0,0
684194,2015,0,0,0,0,176904,10614.24,0,0
684374,2015,0,0,0,0,0,0,2475,148.5
684378,2015,0,0,4884.3,195.372,0,0,0,0
684453,2015,0,0,0,0,0,0,5720,343.2
684807,2015,0,0,0,0,0,0,916.5,54.99
684875,2015,0,0,7334.08,293.3632,0,0,0,0
685214,2015,0,0,40650.4,1626.016,0,0,0,0
685731,2015,0,0,0,0,89964,5397.84,0,0
685888,2015,0,0,11377.8,455.112,0,0,0,0
685988,2015,24700,1976,0,0,0,0,0,0
686404,2015,0,0,0,0,0,0,614.4,36.864
686577,2015,34125,2730,0,0,0,0,0,0
686915,2015,0,0,0,0,8208,492.48,0,0
687003,2015,0,0,144.42,5.7768,0,0,0,0
687168,2015,0,0,0,0,0,0,750,45
687498,2015,0,0,0,0,18774,1126.44,0,0
688040,2015,0,0,9603.36,384.1344,0,0,0,0
688705,2015,0,0,374.4,14.976,0,0,0,0
688765,2015,6024,481.92,0,0,0,0,0,0
689030,2015,0,0,0,0,0,0,19740,1184.4
689332,2015,14976,1198.08,0,0,0,0,0,0
689452,2015,4130,330.4,0,0,0,0,0,0
689467,2015,0,0,0,0,77280,4636.8,0,0
689482,2015,17472,1397.76,0,0,0,0,0,0
689709,2015,0,0,210.24,8.4096,0,0,0,0
689774,2015,0,0,0,0,297792,17867.52,0,0
660475,2016,0,0,0,0,0,0,5320,319.2
660500,2016,0,0,0,0,8803.2,528.192,0,0
660613,2016,0,0,23424,936.96,0,0,0,0
660849,2016,0,0,0,0,0,0,396.8,23.808
661117,2016,13878,1110.24,0,0,0,0,0,0
661297,2016,14625,1170,0,0,0,0,0,0
661323,2016,0,0,102984,4119.36,0,0,0,0
661386,2016,0,0,0,0,0,0,1120.5,67.23
661415,2016,0,0,0,0,124800,7488,0,0
661417,2016,0,0,0,0,0,0,14157,849.42
662187,2016,6292,503.36,0,0,0,0,0,0
662296,2016,0,0,23222.4,928.896,0,0,0,0
662723,2016,0,0,0,0,0,0,2029.5,121.77
662997,2016,0,0,0,0,162914.4,9774.864,0,0
663057,2016,354,28.32,0,0,0,0,0,0
663209,2016,0,0,0,0,0,0,4477.5,268.65
663226,2016,0,0,3974.4,158.976,0,0,0,0
663280,2016,0,0,0,0,20908.8,1254.528,0,0
663469,2016,0,0,0,0,75294,4517.64,0,0
664871,2016,0,0,0,0,96615,5796.9,0,0
664876,2016,4150,332,0,0,0,0,0,0
664958,2016,0,0,3521.96,140.8784,0,0,0,0
665122,2016,0,0,0,0,0,0,94.5,5.67
665516,2016,0,0,0,0,6938.4,416.304,0,0
666221,2016,0,0,0,0,0,0,1844,110.64
666250,2016,0,0,0,0,0,0,5558.4,333.504
666373,2016,5928,474.24,0,0,0,0,0,0
666460,2016,0,0,0,0,91008,5460.48,0,0
666462,2016,0,0,0,0,0,0,11278.8,676.728
666544,2016,2370,189.6,0,0,0,0,0,0
666551,2016,0,0,32723.28,1308.9312,0,0,0,0
666678,2016,15264,1221.12,0,0,0,0,0,0
666945,2016,5490,439.2,0,0,0,0,0,0
667164,2016,0,0,0,0,0,0,2724,163.44
667820,2016,0,0,0,0,15975,958.5,0,0
668017,2016,0,NA,0,0,0,0,860,51.6
668453,2016,0,0,0,0,3513.6,210.816,0,0
668666,2016,0,0,0,0,0,0,7245,434.7
668977,2016,0,0,0,0,131859,NA,0,0
669789,2016,0,0,0,0,31653.6,1899.216,0,0
669951,2016,0,0,0,0,0,0,5028,301.68
670056,2016,30440,2435.2,0,0,0,0,0,0
670446,2016,0,0,27438,1097.52,0,0,0,0
670566,2016,0,0,0,0,78027.3,4681.638,0,0
670802,2016,0,0,0,0,0,0,1696,101.76
670808,2016,10872,869.76,0,0,0,0,0,0
670933,2016,8808,704.64,0,0,0,0,0,0
671269,2016,0,0,0,0,5524.2,331.452,0,0
671378,2016,0,0,0,0,0,0,3027.6,181.656
671608,2016,0,0,0,0,0,0,437.4,26.244
671633,2016,29400,2352,0,0,0,0,0,0
671870,2016,0,0,172605.44,6904.2176,0,0,0,0
672205,2016,0,0,0,0,332689.5,19961.37,0,0
672358,2016,0,0,0,0,0,0,6508.8,390.528
672606,2016,1308,104.64,0,0,0,0,0,0
673075,2016,0,0,0,0,0,0,8064,483.84
673292,2016,0,0,0,0,0,0,375,22.5
673299,2016,0,0,0,0,60192,3611.52,0,0
673330,2016,0,0,0,0,0,0,1232,73.92
673504,2016,6792,543.36,0,0,0,0,0,0
673577,2016,0,0,0,0,0,0,15220,913.2
673733,2016,3712,296.96,0,0,0,0,0,0
673950,2016,0,0,0,0,57028.5,3421.71,0,0
674375,2016,0,0,0,0,10692,641.52,0,0
674521,2016,33345,2667.6,0,0,0,0,0,0
674538,2016,0,0,20805.12,832.2048,0,0,0,0
674608,2016,0,0,0,0,0,0,2702,162.12
674981,2016,3000,240,0,0,0,0,0,0
675070,2016,0,NA,0,0,0,0,8348.4,500.904
675551,2016,NA,0,0,0,0,0,4224,253.44
675900,2016,25092,2007.36,0,0,0,0,0,0
675931,2016,0,0,3762,150.48,0,0,0,0
676005,2016,0,0,NA,0,0,0,13024,781.44
676152,2016,0,0,0,0,14241.6,854.496,0,0
676278,2016,0,0,52147.2,2085.888,0,0,0,0
676379,2016,16269,1301.52,0,0,0,0,0,0
676446,2016,0,0,0,0,0,0,NA,54.72
676592,2016,0,0,0,0,0,0,2992,179.52
676718,2016,0,0,0,0,33486.6,2009.196,0,0
676827,2016,0,0,0,0,0,0,1989.9,119.394
676886,2016,0,0,0,0,0,0,22387.5,1343.25
677358,2016,0,NA,10374,414.96,0,0,0,0
678292,2016,0,0,0,0,0,0,115.5,6.93
678391,2016,0,0,0,0,337788,20267.28,0,0
678465,2016,0,0,0,0,0,0,9292.8,557.568
678679,2016,0,0,0,0,0,0,6444,386.64
678832,2016,0,0,0,0,0,0,11102.4,666.144
678879,2016,4228,338.24,0,0,0,0,0,0
679044,2016,0,0,0,0,0,0,518.4,31.104
679230,2016,0,0,79.04,3.1616,0,0,0,0
679716,2016,0,0,10340,413.6,0,0,0,0
679821,2016,0,0,10915.84,436.6336,0,0,0,0
679931,2016,0,0,0,0,5256,315.36,0,0
680030,2016,0,0,768,30.72,0,0,0,0
680244,2016,0,0,0,0,0,0,2943.6,176.616
680371,2016,0,0,0,0,NA,0,2257.2,135.432
680447,2016,0,0,72036,2881.44,0,0,0,0
680720,2016,0,0,0,0,18028.8,1081.728,0,0
680896,2016,5124,409.92,0,0,0,0,0,0
680921,2016,9184,734.72,0,0,0,0,0,0
681345,2016,0,0,0,NA,0,0,481,28.86
681924,2016,0,0,10357.36,414.2944,0,0,0,0
682306,2016,0,0,0,0,0,0,1692,101.52
682445,2016,8750,700,0,0,0,0,0,0
682478,2016,0,0,0,0,0,0,2298.4,137.904
682667,2016,0,0,0,0,44716.8,2683.008,0,0
682713,2016,0,0,0,0,0,0,1192.8,71.568
682817,2016,0,0,0,0,167958,10077.48,0,0
682947,2016,0,0,2810.88,112.4352,0,0,0,0
683262,2016,4236,338.88,0,0,0,0,0,0
683588,2016,0,0,0,0,30450,1827,0,0
683757,2016,0,0,0,0,0,0,2672.8,160.368
683809,2016,0,0,0,0,357084,21425.04,0,0
684194,2016,0,0,4914,196.56,0,0,0,NA
684374,2016,0,0,0,0,0,0,1782,106.92
684378,2016,0,0,0,0,0,0,3618,217.08
684453,2016,6160,492.8,0,0,0,0,0,0
684807,2016,0,0,NA,126.336,0,0,0,0
684875,2016,0,0,0,0,0,0,5510.4,330.624
685214,2016,0,0,0,0,0,0,19215,1152.9
685731,2016,4998,399.84,0,0,0,0,0,0
685888,2016,5805,464.4,0,0,0,0,0,0
685988,2016,0,0,0,0,231420,13885.2,0,0
686404,2016,0,0,2099.2,83.968,0,0,0,0
686577,2016,0,0,0,NA,196560,11793.6,0,0
686915,2016,0,0,2484,99.36,0,0,0,0
687003,2016,0,0,0,0,14740.8,884.448,0,0
687168,2016,0,0,0,0,126900,7614,0,0
687498,2016,0,0,19668,786.72,0,0,0,0
688040,2016,NA,0,0,0,0,0,10374,622.44
688705,2016,0,0,0,0,0,0,585,35.1
688765,2016,0,0,NA,0,0,0,3212.8,192.768
689030,2016,0,0,0,0,0,0,8554,513.24
689332,2016,10816,865.28,0,0,0,0,0,0
689452,2016,0,0,7434,297.36,0,0,0,0
689467,2016,0,0,0,0,0,0,1304.1,78.246
689482,2016,0,0,70560,2822.4,0,0,0,0
689709,2016,9490,759.2,0,0,0,0,0,0
689774,2016,48128,3850.24,0,0,0,0,0,0
660475,2017,0,0,0,0,0,0,6384,383.04
660500,2017,3930,314.4,0,0,0,0,0,0
660613,2017,0,0,0,0,15811.2,948.672,0,0
660849,2017,5952,476.16,0,0,NA,0,0,0
661117,2017,0,0,0,0,78642,4718.52,0,0
661297,2017,0,0,3528,141.12,0,0,0,0
661323,2017,0,0,0,0,0,0,8091.6,485.496
661386,2017,0,0,0,0,0,0,332,19.92
661415,2017,NA,0,0,0,56100,3366,0,0
661417,2017,0,0,0,0,101930.4,6115.824,0,0
662187,2017,0,0,29652.48,1186.0992,0,0,0,0
662296,2017,0,0,0,0,0,0,3068,184.08
662723,2017,0,0,20457.36,818.2944,0,0,0,0
662997,2017,0,0,0,0,20908.8,1254.528,0,0
663057,2017,0,0,113.28,4.5312,0,0,0,0
663209,2017,38208,3056.64,0,0,0,0,0,0
663226,2017,0,0,0,0,140760,8445.6,0,0
663280,2017,0,0,1393.92,55.7568,0,0,0,0
663469,2017,0,0,0,0,112807.5,6768.45,0,0
664871,2017,0,0,48104.1,1924.164,0,0,0,0
664876,2017,0,0,0,0,35059.2,2103.552,0,0
664958,2017,29176,2334.08,0,0,0,0,0,0
665122,2017,0,0,2419.2,96.768,0,0,0,0
665516,2017,0,0,7434,297.36,0,0,0,0
666221,2017,0,0,0,0,7468.2,448.092,0,0
666250,2017,0,0,9935.64,397.4256,0,0,0,0
666373,NA,0,0,15002.4,600.096,0,0,0,0
666460,2017,0,0,9669.6,386.784,0,0,0,0
666462,2017,26992,2159.36,0,0,0,0,0,0
666544,2017,0,0,NA,0,568.8,34.128,0,0
666551,2017,9670,773.6,0,0,0,0,0,0
666678,2017,4770,381.6,0,0,0,NA,0,0
666945,2017,0,0,0,0,39528,2371.68,0,0
667164,2017,0,0,9188.96,367.5584,0,0,0,0
667820,2017,0,0,0,0,93720,5623.2,0,0
668017,2017,NA,0,0,0,53406,3204.36,0,0
668453,2017,0,0,7027.2,281.088,0,0,0,0
668666,2017,0,0,0,0,1987.2,119.232,0,0
668977,2017,0,0,0,0,46683,2800.98,0,0
669789,2017,6540,523.2,0,0,0,0,0,0
669951,2017,11732,938.56,0,0,0,0,0,0
670056,2017,0,0,0,0,218483.1,13108.986,0,0
670446,2017,0,0,290.52,11.6208,0,0,0,0
670566,2017,0,0,0,0,0,0,5745.6,344.736
670802,2017,3816,305.28,0,0,0,0,0,0
670808,2017,0,0,0,0,0,0,2416,144.96
670933,2017,0,0,0,0,6606,396.36,0,NA
671269,2017,0,0,4276.8,171.072,0,0,0,0
671378,2017,0,0,0,0,171564,10293.84,0,0
671608,2017,NA,0,27410.4,1096.416,0,0,0,0
671633,2017,0,0,0,0,231525,13891.5,0,0
671870,2017,0,0,0,0,0,0,7996.8,479.808
672205,2017,0,0,0,0,0,0,16940,1016.4
672358,2017,0,0,0,0,251199,15071.94,0,0
672606,2017,0,0,0,0,13603.2,816.192,0,0
673075,2017,0,0,0,0,0,0,11340,680.4
673292,2017,0,0,0,0,0,0,600,36
673299,2017,6897,551.76,0,0,0,0,0,0
673330,2017,0,0,0,0,0,0,7700,462
673504,2017,0,0,0,0,0,0,4075.2,244.512
673577,2017,33484,2678.72,0,0,0,0,0,0
673733,2017,0,0,1670.4,66.816,0,0,0,0
673950,2017,0,0,17852.4,714.096,0,0,0,0
674375,2017,NA,0,0,0,36085.5,2165.13,0,0
674521,2017,0,0,0,0,211150.8,12669.048,0,0
674538,2017,0,0,0,0,18060,1083.6,0,0
674608,2017,0,0,0,0,0,0,1852.8,111.168
674981,2017,0,0,9680,387.2,0,0,0,0
675070,2017,23190,1855.2,0,0,0,0,0,0
675551,2017,0,0,0,0,0,0,1161.6,69.696
675900,2017,0,0,0,0,0,0,10873.2,652.392
675931,2017,0,0,0,0,135432,8125.92,0,0
676005,2017,0,0,0,0,100166.4,6009.984,0,0
676152,2017,0,0,44386.32,1775.4528,0,0,0,0
676278,2017,0,0,0,0,259281,15556.86,0,0
676379,2017,29580,2366.4,0,0,0,0,0,0
676446,2017,9120,729.6,0,0,0,0,0,0
676592,2017,0,0,0,0,27769.5,1666.17,0,0
676718,2017,0,0,0,0,126630,7597.8,0,0
676827,2017,0,0,0,0,0,0,10854,651.24
676886,2017,0,0,64189.44,2567.5776,0,0,0,0
677358,2017,0,0,0,0,224078.4,13444.704,0,0
678292,2017,0,0,0,0,2376,142.56,0,0
678391,2017,0,0,0,0,227239.2,13634.352,0,0
678465,2017,8228,658.24,0,0,0,0,0,0
678679,2017,0,0,0,0,0,0,3007.2,180.432
678832,2017,0,0,0,0,0,0,15034.5,902.07
678879,2017,0,0,10419,416.76,0,0,0,0
679044,2017,0,0,0,0,28512,1710.72,0,0
679230,2017,0,0,1258.56,50.3424,0,0,0,0
679716,2017,0,0,1128,45.12,0,0,0,0
679821,2017,10608,848.64,0,0,0,0,0,0
679931,2017,0,0,9198,367.92,0,0,0,0
680030,2017,0,0,0,0,33277.5,1996.65,0,0
680244,2017,16056,1284.48,0,0,0,0,0,0
680371,2017,0,0,0,0,1231.2,73.872,0,0
680447,2017,0,0,0,0,20493,1229.58,0,0
680720,2017,0,0,0,0,0,0,7042.5,422.55
680896,2017,7686,614.88,0,0,0,0,0,0
680921,2017,0,0,0,0,283392,17003.52,0,0
681345,2017,0,0,0,0,88744.5,5324.67,0,0
681924,2017,0,0,0,0,227325,13639.5,0,0
682306,2017,0,0,0,0,146188.8,8771.328,0,NA
682445,2017,0,0,0,0,0,0,1500,90
682478,2017,9282,742.56,0,0,0,0,0,0
682667,2017,0,0,18544.32,741.7728,0,0,0,0
682713,2017,5964,477.12,0,0,0,0,0,0
682817,2017,0,0,3715.2,148.608,0,0,0,0
682947,2017,0,0,48116.8,1924.672,0,0,0,0
683262,2017,0,0,1694.4,67.776,0,0,0,0
683588,2017,0,0,3248,129.92,0,0,0,0
683757,2017,0,0,0,0,101463.6,6087.816,0,0
683809,2017,0,0,14832.72,593.3088,0,0,0,0
684194,2017,0,0,0,0,NA,0,2835,170.1
684374,2017,11550,924,0,0,0,0,0,0
684378,2017,3015,241.2,0,0,0,0,0,0
684453,2017,0,0,0,0,186120,11167.2,0,0
684807,2017,10575,846,0,0,0,0,0,0
684875,2017,0,0,0,0,0,0,5904,354.24
685214,2017,0,0,0,0,0,0,2732.8,163.968
685731,2017,0,0,0,NA,105100.8,6306.048,0,0
685888,2017,6192,495.36,0,0,0,0,0,0
685988,2017,0,0,0,0,0,0,1425,85.5
686404,2017,1536,122.88,0,0,0,0,0,0
686577,2017,0,0,0,0,0,0,877.5,52.65
686915,2017,0,0,870,34.8,0,0,0,0
687003,2017,0,0,0,0,7968,478.08,0,0
687168,2017,0,0,0,0,113400,6804,0,0
687498,2017,0,0,0,0,0,0,26820,1609.2
688040,2017,0,0,37346.4,1493.856,0,0,0,0
688705,2017,0,0,0,0,102667.5,6160.05,0,0
688765,2017,0,0,0,0,0,0,1004,60.24
689030,2017,46060,3684.8,0,0,0,0,0,0
689332,2017,11648,931.84,0,0,0,0,0,0
689452,2017,0,0,0,0,19824,1189.44,0,0
689467,2017,0,0,0,0,40572,2434.32,0,0
689482,2017,20160,1612.8,0,0,0,0,0,0
689709,2017,2044,163.52,0,0,0,0,0,0
689774,2017,25568,2045.44,0,0,0,0,0,0
690132,2015,0,0,0,0,0,0,NA,446.976
690142,2015,0,0,13539.84,541.5936,0,0,0,0
690162,2015,0,0,396,15.84,0,0,0,0
690206,2015,5400,432,0,0,0,0,0,0
690783,2015,0,0,1092.24,43.6896,0,0,0,0
690943,2015,0,0,18950.4,758.016,0,0,0,0
691126,2015,0,0,0,0,45477.9,2728.674,0,0
691237,2015,0,0,1366.54,54.6616,0,0,0,0
691289,2015,0,0,0,0,149850,8991,0,0
691296,2015,0,0,0,0,0,0,1558,93.48
692511,2015,250,20,0,0,0,0,0,0
692759,2015,0,0,44014.8,1760.592,0,0,0,0
693150,2015,24570,1965.6,0,0,0,0,0,0
693226,2015,0,0,195.52,7.8208,0,0,0,0
693373,2015,9984,798.72,0,0,0,0,0,0
693420,2015,42835,3426.8,0,0,0,0,0,0
693436,2015,990,79.2,0,0,0,0,0,0
693638,2015,0,0,0,0,45177,2710.62,0,0
693684,2015,0,0,0,0,0,0,9576,574.56
694126,2015,0,0,1653.12,66.1248,0,0,0,0
694194,2015,0,0,201.96,8.0784,0,0,0,0
694488,2015,931,74.48,0,0,0,0,0,0
694774,2015,0,0,0,0,3762,225.72,0,0
694862,2015,0,0,0,0,1872,112.32,0,0
694886,2015,0,0,0,0,0,0,7791,467.46
694979,2015,10360,828.8,0,0,0,0,0,0
695558,2015,0,0,0,0,242272.8,14536.368,0,0
695600,2015,0,0,0,0,10004.4,600.264,0,0
695932,2015,14340,1147.2,0,0,0,0,0,0
696008,2015,0,0,32841.6,1313.664,0,0,0,0
696082,2015,0,0,11592,463.68,0,0,0,0
696292,2015,0,0,0,0,74160.9,4449.654,0,0
696362,2015,0,0,0,0,0,0,566.4,33.984
696506,2015,0,0,0,0,0,0,36,2.16
696695,2015,0,0,0,0,0,0,1509.3,90.558
697174,2015,0,0,0,0,0,0,2761.6,165.696
697178,2015,7296,583.68,0,0,0,0,0,0
697260,2015,0,0,0,0,0,0,621,37.26
697348,2015,0,0,0,0,0,0,1243.2,74.592
697358,2015,0,0,0,0,174636,10478.16,0,0
697400,2015,0,0,0,0,155644.2,9338.652,0,0
697416,2015,0,0,0,0,0,0,22490,1349.4
697455,2015,0,0,2318.4,92.736,0,0,0,0
697800,2015,0,0,0,0,10080,604.8,0,0
697884,2015,10755,860.4,0,0,0,0,0,0
698030,2015,0,0,0,0,NA,6023.7,0,0
698066,2015,0,0,0,0,0,0,10704,642.24
698327,NA,18549,1483.92,0,0,0,0,0,0
698343,2015,1935,154.8,0,0,0,0,0,0
698605,2015,0,0,0,0,66912,4014.72,0,0
698654,2015,0,0,0,0,0,0,11297,677.82
699609,2015,0,0,0,0,0,0,772.2,46.332
699616,2015,0,0,0,0,179249.4,10754.964,0,0
699681,2015,576,46.08,0,0,0,0,0,0
700019,2015,0,0,15116.4,604.656,0,0,0,0
700062,2015,0,0,6048,241.92,0,0,0,0
700224,2015,0,0,0,0,0,0,6720,403.2
700257,2015,0,0,5558.4,222.336,0,0,0,0
700335,2015,0,0,0,0,0,0,930.6,55.836
700426,2015,0,0,162708,6508.32,0,0,0,0
700692,2015,0,0,0,0,225388.8,13523.328,0,0
701011,2015,0,0,0,0,1092,65.52,0,0
701353,2015,0,0,0,0,1584,95.04,0,0
701412,2015,0,0,666.96,26.6784,0,0,0,0
701504,2015,0,0,3541.44,141.6576,0,0,0,0
701593,2015,15552,1244.16,0,0,0,0,0,0
701963,2015,0,0,0,0,0,0,132,7.92
702161,2015,0,0,9255.6,370.224,0,0,0,0
702172,2015,0,0,0,0,0,0,1200.6,72.036
702249,2015,0,0,0,0,248976,14938.56,0,0
702365,2015,0,0,17076.8,683.072,0,0,0,0
702428,2015,0,0,0,0,106515,6390.9,NA,0
702699,2015,12838,1027.04,0,0,0,0,0,0
702786,2015,0,0,0,0,0,0,456,27.36
702794,2015,0,0,0,0,0,0,342,20.52
702925,2015,0,0,0,0,173664,10419.84,0,0
703019,2015,0,0,0,0,339922.8,20395.368,0,0
703193,2015,0,0,10212.8,408.512,0,0,0,0
704009,2015,5400,432,0,0,0,0,0,0
704265,2015,2528,202.24,0,0,0,0,0,0
704391,2015,0,0,0,0,0,0,6720,403.2
704966,2015,2520,201.6,0,0,0,0,0,0
705818,2015,0,0,9804.24,392.1696,0,0,0,0
705864,2015,59220,4737.6,0,0,0,0,0,0
705977,2015,0,0,5908.5,236.34,0,0,0,0
706100,2015,630,50.4,0,0,0,0,0,0
706154,2015,0,0,61776,2471.04,0,0,0,0
706731,2015,0,0,0,0,247095,14825.7,0,0
706932,2015,2155,172.4,0,0,0,0,0,0
706950,2015,6400,512,0,0,0,0,0,0
706957,2015,18387,1470.96,0,0,0,0,0,0
706999,2015,0,0,0,0,0,0,4118.4,247.104
707369,2015,0,0,0,0,6264,375.84,0,0
707679,2015,0,0,0,0,0,0,120,7.2
707733,2015,0,0,0,0,0,0,5724,343.44
707821,2015,0,0,0,0,55814.4,3348.864,0,0
707992,2015,0,0,0,0,0,0,453.6,27.216
708911,2015,0,0,25877.8,1035.112,0,0,0,0
709223,2015,0,0,0,0,NA,7242.48,0,0
709355,2015,0,0,1840,73.6,0,0,0,0
709869,2015,0,0,0,0,0,0,662,39.72
709999,2015,0,0,0,0,0,0,5952,357.12
710275,2015,0,0,9853.2,394.128,0,0,0,0
710419,2015,0,0,0,0,254688,15281.28,0,0
710465,2015,0,0,0,0,39888,2393.28,0,0
710634,2015,2280,182.4,0,0,0,0,NA,0
710806,2015,2670,213.6,0,0,0,0,0,0
711112,2015,0,0,0,0,13672.8,820.368,0,0
711986,2015,0,0,0,0,0,0,1320,79.2
712405,2015,0,0,0,0,0,0,2358,141.48
712491,2015,4890,391.2,0,0,0,0,0,0
712838,NA,11904,952.32,0,0,0,0,0,0
713314,2015,0,0,0,0,107520,6451.2,0,0
713342,2015,0,0,0,0,0,0,1388,83.28
713667,2015,0,0,0,0,0,0,6813,408.78
714480,2015,0,0,11673.6,466.944,0,0,0,0
714529,2015,0,0,5322.24,212.8896,0,0,0,0
715046,2015,12339,987.12,0,0,0,0,0,0
715225,2015,0,0,16254,650.16,0,0,0,0
716003,2015,0,0,0,0,0,0,36,2.16
716885,2015,0,0,76982.4,3079.296,0,0,0,0
717169,2015,13752,1100.16,0,0,0,0,0,0
717293,2015,0,0,0,0,86419.2,5185.152,0,0
717309,2015,0,0,0,0,0,0,2120,127.2
717603,2015,0,0,0,0,46332,2779.92,0,0
717757,2015,672,53.76,0,0,0,0,0,0
717921,2015,0,0,0,0,2502,150.12,0,0
718126,2015,917,73.36,0,0,0,0,0,0
718187,2015,0,0,0,0,116402.4,6984.144,0,0
718859,2015,0,0,0,0,0,0,646.2,38.772
719505,2015,0,0,0,0,52920,3175.2,NA,0
719920,2015,0,0,32486.4,1299.456,0,0,0,0
690132,2016,0,0,0,0,0,0,5587.2,335.232
690142,2016,3280,262.4,0,0,0,0,0,0
690162,2016,0,0,8880,355.2,0,0,0,0
690206,2016,0,0,0,0,41472,2488.32,0,0
690783,2016,0,0,393.6,15.744,0,0,0,0
690943,2016,0,0,1451.52,58.0608,0,NA,0,0
691126,2016,0,0,0,0,0,0,2093,125.58
691237,2016,0,0,0,0,0,0,1089.6,65.376
691289,2016,0,0,NA,1022.976,0,0,0,0
691296,2016,0,0,0,0,0,0,1168.5,70.11
692511,2016,0,0,0,0,684,41.04,0,0
692759,NA,0,0,38811.5,1552.46,0,0,0,0
693150,2016,0,0,0,0,0,0,2866.5,171.99
693226,2016,0,0,0,0,0,0,37.6,2.256
693373,2016,0,0,0,0,74188.8,4451.328,0,0
693420,2016,0,0,0,0,174371.4,10462.284,NA,0
693436,2016,1188,95.04,0,0,0,0,0,0
693638,2016,0,0,0,0,0,0,3907.2,234.432
693684,2016,0,0,0,0,492480,NA,0,0
694126,2016,0,0,0,0,7084.8,425.088,0,0
694194,2016,0,0,0,0,4752,285.12,0,0
694488,2016,0,0,0,0,0,0,212.8,12.768
694774,2016,570,45.6,0,0,0,0,0,0
694862,2016,0,0,0,0,0,0,1680,100.8
694886,2016,16695,1335.6,0,0,0,NA,0,0
694979,2016,0,0,0,0,0,0,5550,333
695558,2016,0,0,16780.8,671.232,0,0,0,0
695600,2016,0,0,0,0,0,0,3811.2,228.672
695932,2016,0,0,0,0,65390.4,3923.424,0,0
696008,2016,0,0,0,0,230451,13827.06,0,0
696082,2016,0,0,0,0,13041,782.46,0,0
696292,2016,0,0,0,0,45763.2,2745.792,0,0
696362,2016,0,0,13876.8,555.072,0,0,0,0
696506,2016,0,0,0,0,2187,131.22,0,0
696695,2016,0,0,0,0,11739,704.34,0,0
697174,2016,0,0,0,0,214369.2,12862.152,0,0
697178,2016,0,0,0,0,9576,574.56,0,0
697260,2016,0,0,0,0,0,0,1738.8,104.328
697348,2016,7104,568.32,0,0,0,0,0,0
697358,2016,0,0,0,0,69854.4,4191.264,0,0
697400,2016,4921,393.68,0,0,0,0,0,0
697416,2016,0,0,120131.2,4805.248,0,0,0,0
697455,2016,0,0,1912.68,76.5072,0,0,0,0
697800,2016,8064,645.12,0,0,0,0,0,0
697884,2016,0,0,0,0,100953.6,6057.216,0,0
698030,2016,0,0,1489.92,59.5968,0,0,0,0
698066,2016,0,0,0,0,0,0,5218.2,313.092
698327,2016,34350,2748,0,0,0,0,0,0
698343,2016,0,0,0,0,0,0,1032,61.92
698605,2016,0,0,4428,177.12,0,0,0,0
698654,2016,0,0,0,0,0,0,7299.6,437.976
699609,2016,0,0,0,0,234511.2,14070.672,0,0
699616,2016,0,0,0,0,0,0,19752,1185.12
699681,2016,1800,144,0,0,0,0,0,0
700019,2016,0,0,0,0,0,0,718.2,43.092
700062,2016,0,0,15724.8,628.992,0,0,0,0
700224,2016,15120,1209.6,0,0,0,0,0,0
700257,2016,2316,185.28,0,0,0,0,0,0
700335,2016,25380,2030.4,0,0,0,0,0,0
700426,2016,0,0,0,0,0,0,18774,1126.44
700692,2016,19264,1541.12,0,0,0,0,0,0
701011,2016,0,0,0,NA,26208,1572.48,0,0
701353,2016,0,0,0,0,660,39.6,0,0
701412,2016,0,0,0,0,13339.2,800.352,0,0
701504,2016,12648,1011.84,0,0,0,0,0,0
701593,2016,0,0,13296.96,531.8784,0,0,0,0
701963,2016,0,0,0,0,8085,485.1,0,0
702161,2016,0,0,9872.64,394.9056,0,0,0,0
702172,2016,0,0,6069.7,242.788,0,0,0,0
702249,2016,0,0,39780,1591.2,0,0,0,0
702365,2016,9031,722.48,0,0,0,0,0,0
702428,2016,0,0,0,0,35978.4,2158.704,0,0
702699,2016,0,0,0,0,0,0,6877.5,412.65
702786,2016,760,60.8,0,0,0,0,0,0
702794,2016,0,0,957.6,38.304,0,0,0,0
702925,2016,0,0,0,0,19135.2,1148.112,0,0
703019,2016,0,0,0,0,0,0,7896,473.76
